# sigma8,om0,ode0
8.093260480309913962e-01,3.428801513809269230e-01,6.284196851121811589e-01
8.106187117563633526e-01,3.416820199063398955e-01,6.305565877947288955e-01
8.099942468655055849e-01,3.420649869147951994e-01,6.305355868607778191e-01
8.097882833936498326e-01,3.421269985833464422e-01,6.306616807484953791e-01
8.095943105460171596e-01,3.419298837385604251e-01,6.299238530521396040e-01
8.096828974751424379e-01,3.420963153510696575e-01,6.298908104960467824e-01
8.103318919367002993e-01,3.423376265789860873e-01,6.304536334590866709e-01
8.096923660869942418e-01,3.422276535244898055e-01,6.309407390135257643e-01
8.104796339469044764e-01,3.420156780446038658e-01,6.316708800373252997e-01
8.102923520102125465e-01,3.419740581527579426e-01,6.303559265693546854e-01
8.100006264590586813e-01,3.413288261752314701e-01,6.299993824409382270e-01
8.104544153590433897e-01,3.407821580657400817e-01,6.299172809914476145e-01
8.100141616817807533e-01,3.422052047636330863e-01,6.306243577905885633e-01
8.101268604990840005e-01,3.419652804873906660e-01,6.301675289879183905e-01
8.103387904390951801e-01,3.425035186478948557e-01,6.300978672185304497e-01
8.095433520565396002e-01,3.418174541075252315e-01,6.305551030743661300e-01
8.103625177121455136e-01,3.420156209015682847e-01,6.305261771896886192e-01
8.111999521648606271e-01,3.418433533081979836e-01,6.316514339347604201e-01
8.098153614882168672e-01,3.416676331318693749e-01,6.306018205163570478e-01
8.104052504672399904e-01,3.422357538378460462e-01,6.303337251613773118e-01
8.093376310521386285e-01,3.428752555130772373e-01,6.284489271083824047e-01
8.109754904793637920e-01,3.414765485430202863e-01,6.308388030014840941e-01
8.099490830781487238e-01,3.420706995405832784e-01,6.304903200373966898e-01
8.097397709514445596e-01,3.422060433395810453e-01,6.304263792278466116e-01
8.095943105460171596e-01,3.419298837385604251e-01,6.299238530521396040e-01
8.096828974751424379e-01,3.420963153510696575e-01,6.298908104960467824e-01
8.102103846825546851e-01,3.425063632883661446e-01,6.306522433262250482e-01
8.096887047247776081e-01,3.421768671332757195e-01,6.305347482870907738e-01
8.103863316756786395e-01,3.418762394064394083e-01,6.313486813025335209e-01
8.110047609291263226e-01,3.413060396916984818e-01,6.317834232090485669e-01
8.099924467318031507e-01,3.412875851384791215e-01,6.299884868624319179e-01
8.104866224197732061e-01,3.406078723437176436e-01,6.298517314798965927e-01
8.101937592824921541e-01,3.421926758674824764e-01,6.304477820093465912e-01
8.103986180372770853e-01,3.417612099008150439e-01,6.306677354128014112e-01
8.097398600790279843e-01,3.434695678638353677e-01,6.294008844837972738e-01
8.095433520565396002e-01,3.418174541075252315e-01,6.305551030743661300e-01
8.103646289611027287e-01,3.419916725136983304e-01,6.305147036297511498e-01
8.111999521648606271e-01,3.418433533081979836e-01,6.316514339347604201e-01
8.098153614882168672e-01,3.416676331318693749e-01,6.306018205163570478e-01
8.104812788540211033e-01,3.424196874211229424e-01,6.300160447932374730e-01
8.093376310521386285e-01,3.428752555130772373e-01,6.284489271083824047e-01
8.109754904793637920e-01,3.414765485430202863e-01,6.308388030014840941e-01
8.099490830781487238e-01,3.420706995405832784e-01,6.304903200373966898e-01
8.095262766716260217e-01,3.424458959147917425e-01,6.303112982935192843e-01
8.097406808106623055e-01,3.418664267386413158e-01,6.301001842979330192e-01
8.096828974751424379e-01,3.420963153510696575e-01,6.298908104960467824e-01
8.102103846825546851e-01,3.425063632883661446e-01,6.306522433262250482e-01
8.097179584437129707e-01,3.422534098068343855e-01,6.307240709522898836e-01
8.103863316756786395e-01,3.418762394064394083e-01,6.313486813025335209e-01
8.112935238089127310e-01,3.411334028928389439e-01,6.321968670452328132e-01
8.100263702882858352e-01,3.406749516675105505e-01,6.295959007996552170e-01
8.106038725889551655e-01,3.403568659846911149e-01,6.297186668978324020e-01
8.101237989967698949e-01,3.415583425340328327e-01,6.300917379748265379e-01
8.103267299307835847e-01,3.420457910589061457e-01,6.306618188377541845e-01
8.095607839935438088e-01,3.446668734396493017e-01,6.284684255517213325e-01
8.102314515034931830e-01,3.416536592350040147e-01,6.306914123583288179e-01
8.103177544936334131e-01,3.419822633520485100e-01,6.304835626240105073e-01
8.111999521648606271e-01,3.418433533081979836e-01,6.316514339347604201e-01
8.097680473588055872e-01,3.417815763901953519e-01,6.303909681946674448e-01
8.104812788540211033e-01,3.424196874211229424e-01,6.300160447932374730e-01
8.093321564205806506e-01,3.428313015863272972e-01,6.284484487512854711e-01
8.110670295816742037e-01,3.414010843507132575e-01,6.309719535810012214e-01
8.099490830781487238e-01,3.420706995405832784e-01,6.304903200373966898e-01
8.095262766716260217e-01,3.424458959147917425e-01,6.303112982935192843e-01
8.097406808106623055e-01,3.418664267386413158e-01,6.301001842979330192e-01
8.096828974751424379e-01,3.420963153510696575e-01,6.298908104960467824e-01
8.102601167235058410e-01,3.430508760048701089e-01,6.309741796236214562e-01
8.095262595117045379e-01,3.424049529904194533e-01,6.309179481685823765e-01
8.103863316756786395e-01,3.418762394064394083e-01,6.313486813025335209e-01
8.112935238089127310e-01,3.411334028928389439e-01,6.321968670452328132e-01
8.100263702882858352e-01,3.406749516675105505e-01,6.295959007996552170e-01
8.106038725889551655e-01,3.403568659846911149e-01,6.297186668978324020e-01
8.101237989967698949e-01,3.415583425340328327e-01,6.300917379748265379e-01
8.107695972280852814e-01,3.418947531806267315e-01,6.306165318519125762e-01
8.095607839935438088e-01,3.446668734396493017e-01,6.284684255517213325e-01
8.101510569963343844e-01,3.416930405012428285e-01,6.305774556277127241e-01
8.103743189666986479e-01,3.420029138976373728e-01,6.304930905249103157e-01
8.111999521648606271e-01,3.418433533081979836e-01,6.316514339347604201e-01
8.098873905028337594e-01,3.418251461593971308e-01,6.304110707358518972e-01
8.106039699909133311e-01,3.428902514625830622e-01,6.301293597495029042e-01
8.092208292845579631e-01,3.428049593052155397e-01,6.281454375303368032e-01
8.123424599017109449e-01,3.386357408664251722e-01,6.330918439765432781e-01
8.102355490002259852e-01,3.401553837972420280e-01,6.319819636985481992e-01
8.095804266797842486e-01,3.423250320834710925e-01,6.301659190261910126e-01
8.097258340357577078e-01,3.419124593627543285e-01,6.299424295442797028e-01
8.094488101452925743e-01,3.429184382698259870e-01,6.290050579969352906e-01
8.101270939595437426e-01,3.437282382163007743e-01,6.312084994210573896e-01
8.095262595117045379e-01,3.424049529904194533e-01,6.309179481685823765e-01
8.103839798464387290e-01,3.419010395387703238e-01,6.311811750879396943e-01
8.104797384098272328e-01,3.430711385689214632e-01,6.315025262133945327e-01
8.099850528188119458e-01,3.407775779310547315e-01,6.291246000632022550e-01
8.099923423582076065e-01,3.409622540678759472e-01,6.285321865052964085e-01
8.101401538889874132e-01,3.413530160175563544e-01,6.303683772322958845e-01
8.107695972280852814e-01,3.418947531806267315e-01,6.306165318519125762e-01
8.098152931445525837e-01,3.429652211795241601e-01,6.297936685651117639e-01
8.106350808628758342e-01,3.411415295811011661e-01,6.303136797319792706e-01
8.102239924579666130e-01,3.420319657652161616e-01,6.302821860686661504e-01
8.109615549238972099e-01,3.418400463900047037e-01,6.314261499172798553e-01
8.096746827637133492e-01,3.418221955921443289e-01,6.302100631494192973e-01
8.106039699909133311e-01,3.428902514625830622e-01,6.301293597495029042e-01
8.094655185550279075e-01,3.430542423782839134e-01,6.289724568329003729e-01
8.132171994381757196e-01,3.361798927964503858e-01,6.341946668035833845e-01
8.102355490002259852e-01,3.401553837972420280e-01,6.319819636985481992e-01
8.095116310949872496e-01,3.421713509588945046e-01,6.302508369542861866e-01
8.103692479534472248e-01,3.418822963816333660e-01,6.306883651572532390e-01
8.094488101452925743e-01,3.429184382698259870e-01,6.290050579969352906e-01
8.102496622993305975e-01,3.438531076572217127e-01,6.316227651659025444e-01
8.097919190288177527e-01,3.422488771708186439e-01,6.309994767664899307e-01
8.104173927165476687e-01,3.418590869632548435e-01,6.312615264504337631e-01
8.103414330506194529e-01,3.430688344987493643e-01,6.311575101374086172e-01
8.099850528188119458e-01,3.407775779310547315e-01,6.291246000632022550e-01
8.101245875376250627e-01,3.404863008039967776e-01,6.284171335723381935e-01
8.101401538889874132e-01,3.413530160175563544e-01,6.303683772322958845e-01
8.110500059799726769e-01,3.418901819400010367e-01,6.302059411663993860e-01
8.098648974869422368e-01,3.429605059104945397e-01,6.298147820801396346e-01
8.107604970754177520e-01,3.408453285346174644e-01,6.303949199351502886e-01
8.102239924579666130e-01,3.420319657652161616e-01,6.302821860686661504e-01
8.110289671580476201e-01,3.418409814962276583e-01,6.314898540896745072e-01
8.096746827637133492e-01,3.418221955921443289e-01,6.302100631494192973e-01
8.107983936883317311e-01,3.416278918491900130e-01,6.299255941729109409e-01
8.095961741477261109e-01,3.427247684724776255e-01,6.292428026004012187e-01
8.117700843466566507e-01,3.382383945687642557e-01,6.319246676485146264e-01
8.102355490002259852e-01,3.401553837972420280e-01,6.319819636985481992e-01
8.104979468658560782e-01,3.404537431621169619e-01,6.309818353091387610e-01
8.105041732957508627e-01,3.417073267335993814e-01,6.309445475039046070e-01
8.094488101452925743e-01,3.429184382698259870e-01,6.290050579969352906e-01
8.102496622993305975e-01,3.438531076572217127e-01,6.316227651659025444e-01
8.096488580895770948e-01,3.421358847443977669e-01,6.311527673400004756e-01
8.104257631954334684e-01,3.418444488286663807e-01,6.312309520338588165e-01
8.108917169274013625e-01,3.412082592704852591e-01,6.314530017038144649e-01
8.101600229837732092e-01,3.405286852225302696e-01,6.293990648441668556e-01
8.102367611488495713e-01,3.394175632032442880e-01,6.278134166415954009e-01
8.102254007346580966e-01,3.411380492440660994e-01,6.305447655785115790e-01
8.104934968816959184e-01,3.418626720276447539e-01,6.302076090805496245e-01
8.098648974869422368e-01,3.429605059104945397e-01,6.298147820801396346e-01
8.110512184217624210e-01,3.399863443578723388e-01,6.296606214444405714e-01
8.102239924579666130e-01,3.420319657652161616e-01,6.302821860686661504e-01
8.111080449643324197e-01,3.419140630257310187e-01,6.320263349034875855e-01
8.097801299542060072e-01,3.415411617344268902e-01,6.300338620244175791e-01
8.107983936883317311e-01,3.416278918491900130e-01,6.299255941729109409e-01
8.094419169820009641e-01,3.433245909491532966e-01,6.289708823733677345e-01
8.126475489004354458e-01,3.358339088729263011e-01,6.326040366173885099e-01
8.102646097694771177e-01,3.404134377719981730e-01,6.318672247503397399e-01
8.108324734407974521e-01,3.397347927160815351e-01,6.312342864320836799e-01
8.105041732957508627e-01,3.417073267335993814e-01,6.309445475039046070e-01
8.094488101452925743e-01,3.429184382698259870e-01,6.290050579969352906e-01
8.102258716610006850e-01,3.433232088046287434e-01,6.313725309537199237e-01
8.096488580895770948e-01,3.421358847443977669e-01,6.311527673400004756e-01
8.103863394202470705e-01,3.419211397108292694e-01,6.306777746012394159e-01
8.110306491247464278e-01,3.410061865557859062e-01,6.318086070555015699e-01
8.101600229837732092e-01,3.405286852225302696e-01,6.293990648441668556e-01
8.105895573780110830e-01,3.375961563592053682e-01,6.270261980820575065e-01
8.101094047664564313e-01,3.407290928785080553e-01,6.301475112128641642e-01
8.103411583920859806e-01,3.420090301497921148e-01,6.300438138746692340e-01
8.098057037675086001e-01,3.429085782446406050e-01,6.296887878403234495e-01
8.117229357634646592e-01,3.391646880989500068e-01,6.294633793353373585e-01
8.101898073143827261e-01,3.420973573636553189e-01,6.303008599075256013e-01
8.112130319428225711e-01,3.417000520702503930e-01,6.324225086881314351e-01
8.097801299542060072e-01,3.415411617344268902e-01,6.300338620244175791e-01
8.108061160623907249e-01,3.416244792439950273e-01,6.299173502435869709e-01
8.100540174861677878e-01,3.424313651750524601e-01,6.300641898365245686e-01
8.152032793405709077e-01,3.291445263284887846e-01,6.350831841477435624e-01
8.102646097694771177e-01,3.404134377719981730e-01,6.318672247503397399e-01
8.108324734407974521e-01,3.397347927160815351e-01,6.312342864320836799e-01
8.111796090239882240e-01,3.398564536242407730e-01,6.314674974877609870e-01
8.092092380011944863e-01,3.423950961584248942e-01,6.283295268159757585e-01
8.100155857435825668e-01,3.439388440494453025e-01,6.318999018510632615e-01
8.096488580895770948e-01,3.421358847443977669e-01,6.311527673400004756e-01
8.104878420820801344e-01,3.431783170630547941e-01,6.296859673013101011e-01
8.109829922741912389e-01,3.410265742737352834e-01,6.317409721397702071e-01
8.100518391157301989e-01,3.396542778958116515e-01,6.293043839127473449e-01
8.104679570138640932e-01,3.365834821180966330e-01,6.258535210994038422e-01
8.101110887168732066e-01,3.407256680691408968e-01,6.301661698403042688e-01
8.103411583920859806e-01,3.420090301497921148e-01,6.300438138746692340e-01
8.097170099710341296e-01,3.435043171649262428e-01,6.297613117997236110e-01
8.110003892880793819e-01,3.407278484600824719e-01,6.295706963920587595e-01
8.100386477606339453e-01,3.420821882732689168e-01,6.306076745937394534e-01
8.112130319428225711e-01,3.417000520702503930e-01,6.324225086881314351e-01
8.097801299542060072e-01,3.415411617344268902e-01,6.300338620244175791e-01
8.126407313129575538e-01,3.364175059076263130e-01,6.320726756347294639e-01
8.102142134772061244e-01,3.418764460496960811e-01,6.303049803175034826e-01
8.152032793405709077e-01,3.291445263284887846e-01,6.350831841477435624e-01
8.102646097694771177e-01,3.404134377719981730e-01,6.318672247503397399e-01
8.108324734407974521e-01,3.397347927160815351e-01,6.312342864320836799e-01
8.108647234832881967e-01,3.406648676170939138e-01,6.309328239277005590e-01
8.088939316647002498e-01,3.430921198179203158e-01,6.279742621738672037e-01
8.098273768667484385e-01,3.446645112743265127e-01,6.321142518219292628e-01
8.097484599082809265e-01,3.420530674823416550e-01,6.311966806648392492e-01
8.104878420820801344e-01,3.431783170630547941e-01,6.296859673013101011e-01
8.108885229203149914e-01,3.411051239763215892e-01,6.316993216611137552e-01
8.100455807424757904e-01,3.403939170696055339e-01,6.297524448539548736e-01
8.102260056776715569e-01,3.349219566949061533e-01,6.237203459478163348e-01
8.101273057714348802e-01,3.399066496808890170e-01,6.292565366840419117e-01
8.103411583920859806e-01,3.420090301497921148e-01,6.300438138746692340e-01
8.101571150809863120e-01,3.429735319874024357e-01,6.305441922461765270e-01
8.110003892880793819e-01,3.407278484600824719e-01,6.295706963920587595e-01
8.100386477606339453e-01,3.420821882732689168e-01,6.306076745937394534e-01
8.117016420087406203e-01,3.403491935878567021e-01,6.323083938031557327e-01
8.097965647537279654e-01,3.414637863050822841e-01,6.299970645705096350e-01
8.118213470213104799e-01,3.377776464804480017e-01,6.320157702252432452e-01
8.102142134772061244e-01,3.418764460496960811e-01,6.303049803175034826e-01
8.152032793405709077e-01,3.291445263284887846e-01,6.350831841477435624e-01
8.102397515264365691e-01,3.404030229055267087e-01,6.319059300193777817e-01
8.110396309441140206e-01,3.387413510393871841e-01,6.314459639608046571e-01
8.108420567325442807e-01,3.407067547222414339e-01,6.309643634057816586e-01
8.114848270600421021e-01,3.373646250586651574e-01,6.308934979101382678e-01
8.097357669707316852e-01,3.457842411966915996e-01,6.327675239347002600e-01
8.099831753548772939e-01,3.417611723075532626e-01,6.311411998149023539e-01
8.104878420820801344e-01,3.431783170630547941e-01,6.296859673013101011e-01
8.114070270348074931e-01,3.397805862981564951e-01,6.325182072707703496e-01
8.100671157437286940e-01,3.397407996199733882e-01,6.290324708805098419e-01
8.102260056776715569e-01,3.349219566949061533e-01,6.237203459478163348e-01
8.101273057714348802e-01,3.399066496808890170e-01,6.292565366840419117e-01
8.103260517540989971e-01,3.420797038580649652e-01,6.300134880247940661e-01
8.101571150809863120e-01,3.429735319874024357e-01,6.305441922461765270e-01
8.114026753556433658e-01,3.396707574821138387e-01,6.301842948827366397e-01
8.099406403376446795e-01,3.421843211239175009e-01,6.305074438760848166e-01
8.109915111854020253e-01,3.400943486358440349e-01,6.308956639406698708e-01
8.097965647537279654e-01,3.414637863050822841e-01,6.299970645705096350e-01
8.118213470213104799e-01,3.377776464804480017e-01,6.320157702252432452e-01
8.101020349154016698e-01,3.413427225451644009e-01,6.305587549180310392e-01
8.131243367848257630e-01,3.339362967643620950e-01,6.332670913581417427e-01
8.101746258581645765e-01,3.407908660929813149e-01,6.316014367470969004e-01
8.112461315142281970e-01,3.380044962231799621e-01,6.317799213527344193e-01
8.109092539378857101e-01,3.405074120284312111e-01,6.310321626589475708e-01
8.118738206862170514e-01,3.354920896137432718e-01,6.304767116697478357e-01
8.097357669707316852e-01,3.457842411966915996e-01,6.327675239347002600e-01
8.100203730910947586e-01,3.417331486901497017e-01,6.310053553436788532e-01
8.104878420820801344e-01,3.431783170630547941e-01,6.296859673013101011e-01
8.114070270348074931e-01,3.397805862981564951e-01,6.325182072707703496e-01
8.100662228821590150e-01,3.397622900270805268e-01,6.290549011200182727e-01
8.102260056776715569e-01,3.349219566949061533e-01,6.237203459478163348e-01
8.101648493444346677e-01,3.394485470619168499e-01,6.290049447072798561e-01
8.102495849804108863e-01,3.415604675825413827e-01,6.301682837616796595e-01
8.112474897017341036e-01,3.396525897348633971e-01,6.315447848485769011e-01
8.115221766586997454e-01,3.394749160942657218e-01,6.301859542061259978e-01
8.099406403376446795e-01,3.421843211239175009e-01,6.305074438760848166e-01
8.112405303138554569e-01,3.402888863985947809e-01,6.314652139456610191e-01
8.097965647537279654e-01,3.414637863050822841e-01,6.299970645705096350e-01
8.117918978116417383e-01,3.390603440678424119e-01,6.328795188918161507e-01
8.101020349154016698e-01,3.413427225451644009e-01,6.305587549180310392e-01
8.132188059080185383e-01,3.337047915806533038e-01,6.333517467565308312e-01
8.105152636989206849e-01,3.369150587158933341e-01,6.306963316367912853e-01
8.118047585728762616e-01,3.363052004067828560e-01,6.321329220119192849e-01
8.110484624913703033e-01,3.401555906431938947e-01,6.312431438771678449e-01
8.118738206862170514e-01,3.354920896137432718e-01,6.304767116697478357e-01
8.097972214544060243e-01,3.446643462665570090e-01,6.320770919882165995e-01
8.101000381518081994e-01,3.389480794239586037e-01,6.280283782443862872e-01
8.104878420820801344e-01,3.431783170630547941e-01,6.296859673013101011e-01
8.119930636355399134e-01,3.390790732373004657e-01,6.333981442290251840e-01
8.100662228821590150e-01,3.397622900270805268e-01,6.290549011200182727e-01
8.102484420680861055e-01,3.337599181082357980e-01,6.224827217640124255e-01
8.101648493444346677e-01,3.394485470619168499e-01,6.290049447072798561e-01
8.102248307272407191e-01,3.419932972341171995e-01,6.301190836192679390e-01
8.113932410503374992e-01,3.389761188296747663e-01,6.319014306897698940e-01
8.113353930709719108e-01,3.401101547940122427e-01,6.298374289812990190e-01
8.097877726330671155e-01,3.424072251857529503e-01,6.303948096418583447e-01
8.112405303138554569e-01,3.402888863985947809e-01,6.314652139456610191e-01
8.097965647537279654e-01,3.414637863050822841e-01,6.299970645705096350e-01
8.117615544769253288e-01,3.390575190081637214e-01,6.328012907818202359e-01
8.102824105826043066e-01,3.412712361638118308e-01,6.308904248613090848e-01
8.132352666204528679e-01,3.336674714225520977e-01,6.333678825156089376e-01
8.104686422811893109e-01,3.372521305766356670e-01,6.304712984565674638e-01
8.132445085169800469e-01,3.335455152409589341e-01,6.348791137348551716e-01
8.108275832783921055e-01,3.399788490110493555e-01,6.306836550637116012e-01
8.114876888044117997e-01,3.360052051050343436e-01,6.296513176874788398e-01
8.097843663829458194e-01,3.448986062992526191e-01,6.322215167962992322e-01
8.101506561784237448e-01,3.387151857121149523e-01,6.283638487138234474e-01
8.103413629115581163e-01,3.428150141845112686e-01,6.297518876896622819e-01
8.119930636355399134e-01,3.390790732373004657e-01,6.333981442290251840e-01
8.101562768266054038e-01,3.381212225281075567e-01,6.280431585027971275e-01
8.102484420680861055e-01,3.337599181082357980e-01,6.224827217640124255e-01
8.103385068009034686e-01,3.380859688331216417e-01,6.283648616629076145e-01
8.102248307272407191e-01,3.419932972341171995e-01,6.301190836192679390e-01
8.123968522758751032e-01,3.353992398717857704e-01,6.317909711117903893e-01
8.115762748889657763e-01,3.390410852097660022e-01,6.302807552794238433e-01
8.096884674520609115e-01,3.431864089904519965e-01,6.307608380513084478e-01
8.112751896804754059e-01,3.396881800255199813e-01,6.312108488405762108e-01
8.097965647537279654e-01,3.414637863050822841e-01,6.299970645705096350e-01
8.114225877169068957e-01,3.378707528416654560e-01,6.304897296000070428e-01
8.103370317292351022e-01,3.423308926313594069e-01,6.319378622284617109e-01
8.156252202464473466e-01,3.261128997463461077e-01,6.363541808914968678e-01
8.103806263411946764e-01,3.378036931906594487e-01,6.304091923161994071e-01
8.136803608099402174e-01,3.329352867356896728e-01,6.361760862574631359e-01
8.106348226274666668e-01,3.405413838218974143e-01,6.305476382542606339e-01
8.109845041575365343e-01,3.369246597671815002e-01,6.291340430617118340e-01
8.098819728083941349e-01,3.430586725174175067e-01,6.310798415516649662e-01
8.102249283385966061e-01,3.384664066758617529e-01,6.283642492124517087e-01
8.103413629115581163e-01,3.428150141845112686e-01,6.297518876896622819e-01
8.119333155035055594e-01,3.392142160569078246e-01,6.332662456265836237e-01
8.101239586096239398e-01,3.384971096042975192e-01,6.282494008552846898e-01
8.101599056023749412e-01,3.295072741521928306e-01,6.167003931968187969e-01
8.103385068009034686e-01,3.380859688331216417e-01,6.283648616629076145e-01
8.102248307272407191e-01,3.419932972341171995e-01,6.301190836192679390e-01
8.123968522758751032e-01,3.353992398717857704e-01,6.317909711117903893e-01
8.112684146782108696e-01,3.387224767286209359e-01,6.303138257442223447e-01
8.096884674520609115e-01,3.431864089904519965e-01,6.307608380513084478e-01
8.112751896804754059e-01,3.396881800255199813e-01,6.312108488405762108e-01
8.097926142661429072e-01,3.415267406936510208e-01,6.300249771789392383e-01
8.114664721699077488e-01,3.376283146228760690e-01,6.305397996028891949e-01
8.107434993255142608e-01,3.429312806191124330e-01,6.333660415958564105e-01
8.156252202464473466e-01,3.261128997463461077e-01,6.363541808914968678e-01
8.103806263411946764e-01,3.378036931906594487e-01,6.304091923161994071e-01
8.133238546470114017e-01,3.336196721175336277e-01,6.349580806633486896e-01
