# sigma8,om0,ode0
8.100236207646018816e-01,3.949430032531024981e-01,7.771310228821810551e-01
8.099510778964581492e-01,3.950875584452105960e-01,7.770709486797977572e-01
8.100490202212600188e-01,3.951411202342085538e-01,7.771368399180841324e-01
8.102844648394625926e-01,3.951349139101722474e-01,7.769701930522403543e-01
8.101028720728326027e-01,3.948563510393462428e-01,7.773776322133718608e-01
8.101048534199279949e-01,3.952954608947361614e-01,7.770891673311599579e-01
8.098818340611795286e-01,3.952128697994677919e-01,7.770923769966120442e-01
8.106763500361000574e-01,3.948514529802248374e-01,7.768163304918477285e-01
8.101626558916317222e-01,3.950151569002259833e-01,7.770778238743304422e-01
8.100887732200960922e-01,3.952405889537354278e-01,7.774934741559574869e-01
8.100879975740760131e-01,3.953315606545269034e-01,7.770814776644626720e-01
8.099169615200279004e-01,3.950575556427805002e-01,7.773677823154840905e-01
8.099496077181448372e-01,3.949476383588086392e-01,7.770452851698685937e-01
8.100559209217293999e-01,3.951301553841823355e-01,7.771939399700422690e-01
8.099063196514547647e-01,3.948749983485681514e-01,7.771465299768414159e-01
8.101581010451839315e-01,3.953030423324211395e-01,7.773589820699904340e-01
8.096156963513089222e-01,3.947536748274990681e-01,7.766663371918748338e-01
8.100049562595844632e-01,3.950801451601485548e-01,7.770887167425142295e-01
8.098722282211331391e-01,3.951237845003721105e-01,7.771483372025113079e-01
8.099905053915076314e-01,3.950611168902424808e-01,7.774518540912278564e-01
8.100236207646018816e-01,3.949430032531024981e-01,7.771310228821810551e-01
8.099399101822375435e-01,3.950913800135303910e-01,7.770705857866354593e-01
8.101474390973473216e-01,3.950988828171330680e-01,7.771630142781911221e-01
8.102844648394625926e-01,3.951349139101722474e-01,7.769701930522403543e-01
8.101449164906227018e-01,3.946111612197881202e-01,7.775421272947891094e-01
8.102380414181179491e-01,3.953890851754532365e-01,7.770564418191604483e-01
8.098818340611795286e-01,3.952128697994677919e-01,7.770923769966120442e-01
8.106763500361000574e-01,3.948514529802248374e-01,7.768163304918477285e-01
8.101626558916317222e-01,3.950151569002259833e-01,7.770778238743304422e-01
8.101003040971224145e-01,3.952127363738100474e-01,7.774285217101544188e-01
8.101320136006847639e-01,3.953484357276758066e-01,7.770741332882903363e-01
8.099498131026573455e-01,3.952471612329669926e-01,7.775732178097407576e-01
8.098063808670665775e-01,3.947723496958202571e-01,7.768788483830522118e-01
8.100855468887192545e-01,3.951810168311756244e-01,7.772353651369484639e-01
8.098813071870356595e-01,3.948517737501404667e-01,7.771448199820317759e-01
8.103260616701837282e-01,3.954083627930386480e-01,7.774827435492854821e-01
8.099119955308592411e-01,3.948543411503936396e-01,7.769051347101999516e-01
8.099683759993325793e-01,3.951630133892099495e-01,7.770340838262870253e-01
8.098370113101048817e-01,3.950933304297928328e-01,7.771583964007986456e-01
8.102695403632210747e-01,3.949758154102901431e-01,7.771932921691155904e-01
8.100666848671478348e-01,3.949403063411796033e-01,7.771809089200057974e-01
8.099399101822375435e-01,3.950913800135303910e-01,7.770705857866354593e-01
8.102370819212173503e-01,3.951021236787813362e-01,7.772029390808853355e-01
8.102897667057760156e-01,3.951914330779739970e-01,7.768909378962681744e-01
8.101247767447604664e-01,3.946583377410397553e-01,7.774958032269468911e-01
8.102350736865705505e-01,3.954280221530449002e-01,7.770435482095650048e-01
8.098809907982700285e-01,3.952050493144139143e-01,7.770972895462503471e-01
8.110427017587139575e-01,3.946470933977779261e-01,7.765564908739511774e-01
8.101159409102639541e-01,3.949880288534733941e-01,7.770889478705381714e-01
8.099215764485915292e-01,3.950578629428764810e-01,7.773855953902285565e-01
8.101320136006847639e-01,3.953484357276758066e-01,7.770741332882903363e-01
8.100290606745852440e-01,3.951691031417660094e-01,7.774633892522349043e-01
8.095082962789796888e-01,3.942449998633872355e-01,7.767000843506691732e-01
8.099686431678235765e-01,3.953476482205821596e-01,7.772832618731817522e-01
8.098813176644531486e-01,3.948400748026197338e-01,7.771463939829820200e-01
8.102888126425347171e-01,3.952695659912385806e-01,7.774851603238813746e-01
8.098862142929659225e-01,3.945865453211916396e-01,7.764496848094583070e-01
8.099683759993325793e-01,3.951630133892099495e-01,7.770340838262870253e-01
8.098196028355941767e-01,3.950840960302751670e-01,7.771748703276770698e-01
8.102389409482330107e-01,3.949623731039473284e-01,7.771725179088876390e-01
8.100396567874230680e-01,3.948620231042562767e-01,7.772029566797417077e-01
8.098863294791914802e-01,3.951228383156039636e-01,7.770649966865054159e-01
8.102370819212173503e-01,3.951021236787813362e-01,7.772029390808853355e-01
8.103031502037519873e-01,3.952141203143999526e-01,7.768116803410212157e-01
8.101247767447604664e-01,3.946583377410397553e-01,7.774958032269468911e-01
8.102187165030576566e-01,3.953806457472706093e-01,7.770568913421782575e-01
8.098809907982700285e-01,3.952050493144139143e-01,7.770972895462503471e-01
8.110419915980293659e-01,3.946473546506750751e-01,7.765568988864668398e-01
8.100711312585001656e-01,3.949528469607095915e-01,7.770437265828752382e-01
8.097404085075003977e-01,3.949917167559736653e-01,7.773746931799886406e-01
8.100711065201053884e-01,3.951596454466491659e-01,7.769194000053902815e-01
8.099246998682968490e-01,3.951267489823888091e-01,7.773196368496447795e-01
8.095100937051777912e-01,3.942550649781054739e-01,7.767031624046133453e-01
8.099686431678235765e-01,3.953476482205821596e-01,7.772832618731817522e-01
8.098784705284544083e-01,3.948246726371668625e-01,7.771294774527861549e-01
8.102068960302715173e-01,3.951620359122394177e-01,7.774027651722899002e-01
8.098217181640121609e-01,3.939910235355196244e-01,7.757974559165170536e-01
8.099683759993325793e-01,3.951630133892099495e-01,7.770340838262870253e-01
8.096455255773854498e-01,3.950134478990434128e-01,7.769350865909104842e-01
8.102389409482330107e-01,3.949623731039473284e-01,7.771725179088876390e-01
8.100776940073055599e-01,3.949045489270514575e-01,7.772047657070830784e-01
8.098863294791914802e-01,3.951228383156039636e-01,7.770649966865054159e-01
8.102382719656099352e-01,3.950840759750522957e-01,7.772124026983745493e-01
8.103330631791557659e-01,3.953037602419794960e-01,7.767048549929491674e-01
8.100610604684566063e-01,3.944886523177640325e-01,7.776762322583237186e-01
8.101158247897811693e-01,3.953008404407004628e-01,7.770594003834603303e-01
8.097985380545332790e-01,3.950709095173117746e-01,7.769223492828815081e-01
8.110419915980293659e-01,3.946473546506750751e-01,7.765568988864668398e-01
8.100755872014285819e-01,3.949588166399692346e-01,7.770379617548962559e-01
8.097404085075003977e-01,3.949917167559736653e-01,7.773746931799886406e-01
8.100711065201053884e-01,3.951596454466491659e-01,7.769194000053902815e-01
8.099135520990925485e-01,3.950644573364344159e-01,7.776175834820834298e-01
8.098298682162718976e-01,3.945653894147952423e-01,7.769090874847158767e-01
8.104984730668286508e-01,3.950019669292361701e-01,7.769247121077357265e-01
8.098784705284544083e-01,3.948246726371668625e-01,7.771294774527861549e-01
8.102068960302715173e-01,3.951620359122394177e-01,7.774027651722899002e-01
8.101020513357864994e-01,3.941418023512477942e-01,7.759719225980106216e-01
8.101025303788255139e-01,3.950635297972662219e-01,7.771027236797766191e-01
8.096455255773854498e-01,3.950134478990434128e-01,7.769350865909104842e-01
8.102389409482330107e-01,3.949623731039473284e-01,7.771725179088876390e-01
8.098852703707508649e-01,3.946037385652694240e-01,7.775814542355744541e-01
8.098684063046298620e-01,3.951140620158166139e-01,7.770717496431078786e-01
8.102382719656099352e-01,3.950840759750522957e-01,7.772124026983745493e-01
8.103474203597225145e-01,3.953558346216011210e-01,7.766335188074094953e-01
8.100610604684566063e-01,3.944886523177640325e-01,7.776762322583237186e-01
8.099362130524544456e-01,3.951910824986473725e-01,7.770119237650330302e-01
8.097301230399650551e-01,3.952816661587111313e-01,7.767450661829551350e-01
8.110419915980293659e-01,3.946473546506750751e-01,7.765568988864668398e-01
8.100775753349044317e-01,3.948974379666425616e-01,7.769578749436040210e-01
8.097404085075003977e-01,3.949917167559736653e-01,7.773746931799886406e-01
8.100477247290487348e-01,3.950997368582099822e-01,7.769187842455723692e-01
8.099135520990925485e-01,3.950644573364344159e-01,7.776175834820834298e-01
8.098323152738213793e-01,3.945478169318077377e-01,7.769131114343404976e-01
8.105355802429643486e-01,3.950272645751145006e-01,7.769253583033300936e-01
8.096590558539296101e-01,3.945761498183837368e-01,7.773615291510644898e-01
8.103458682575729322e-01,3.951817323423912343e-01,7.775386687518581752e-01
8.101061301554416394e-01,3.940158789450911025e-01,7.758076179051985877e-01
8.100820878147555471e-01,3.947801443353118334e-01,7.773854343429376090e-01
8.096455255773854498e-01,3.950134478990434128e-01,7.769350865909104842e-01
8.102389409482330107e-01,3.949623731039473284e-01,7.771725179088876390e-01
8.098852703707508649e-01,3.946037385652694240e-01,7.775814542355744541e-01
8.098684063046298620e-01,3.951140620158166139e-01,7.770717496431078786e-01
8.102382719656099352e-01,3.950840759750522957e-01,7.772124026983745493e-01
8.101507553345488333e-01,3.952770398632506899e-01,7.768144956996035910e-01
8.100610604684566063e-01,3.944886523177640325e-01,7.776762322583237186e-01
8.099362130524544456e-01,3.951910824986473725e-01,7.770119237650330302e-01
8.097301230399650551e-01,3.952816661587111313e-01,7.767450661829551350e-01
8.111308271799292369e-01,3.946120268218479277e-01,7.765179268008288727e-01
8.100806469410086752e-01,3.948766215546329339e-01,7.769618973486189795e-01
8.097404085075003977e-01,3.949917167559736653e-01,7.773746931799886406e-01
8.100542053892553218e-01,3.950558171340087799e-01,7.769272709587869974e-01
8.098259735116678515e-01,3.950591660905498625e-01,7.777268627851007254e-01
8.098547243810614304e-01,3.944919553158933168e-01,7.769104750809998627e-01
8.112176101498351777e-01,3.948118471851872480e-01,7.770780226753302156e-01
8.096066263536185748e-01,3.940556582772355432e-01,7.778163219630681580e-01
8.102546689225558207e-01,3.950428874803335599e-01,7.774856895542875401e-01
8.101378160010338503e-01,3.934278692925641807e-01,7.752047930092464956e-01
8.100820878147555471e-01,3.947801443353118334e-01,7.773854343429376090e-01
8.096455255773854498e-01,3.950134478990434128e-01,7.769350865909104842e-01
8.103347447816003912e-01,3.950142722711083021e-01,7.772999911936541162e-01
8.099235208878907688e-01,3.946571631670425795e-01,7.774601583642611891e-01
8.098684063046298620e-01,3.951140620158166139e-01,7.770717496431078786e-01
8.102382719656099352e-01,3.950840759750522957e-01,7.772124026983745493e-01
8.101507553345488333e-01,3.952770398632506899e-01,7.768144956996035910e-01
8.099945529003287348e-01,3.944252825580801813e-01,7.776967347366326999e-01
8.099362130524544456e-01,3.951910824986473725e-01,7.770119237650330302e-01
8.096835423244815866e-01,3.948192381697750997e-01,7.771491244794136444e-01
8.111308271799292369e-01,3.946120268218479277e-01,7.765179268008288727e-01
8.101425955835288573e-01,3.948556656872721504e-01,7.768867378755175412e-01
8.097974026381363766e-01,3.950033591448308123e-01,7.772934290183374229e-01
8.101050578765648380e-01,3.950662049480697102e-01,7.768547637601864730e-01
8.098259735116678515e-01,3.950591660905498625e-01,7.777268627851007254e-01
8.098547243810614304e-01,3.944919553158933168e-01,7.769104750809998627e-01
8.112176101498351777e-01,3.948118471851872480e-01,7.770780226753302156e-01
8.096066263536185748e-01,3.940556582772355432e-01,7.778163219630681580e-01
8.103927885022067512e-01,3.950969741729647988e-01,7.775670834638401807e-01
8.101378160010338503e-01,3.934278692925641807e-01,7.752047930092464956e-01
8.103364971254486404e-01,3.945029800709083934e-01,7.770462788425436251e-01
8.096455255773854498e-01,3.950134478990434128e-01,7.769350865909104842e-01
8.103347447816003912e-01,3.950142722711083021e-01,7.772999911936541162e-01
8.099260236485058551e-01,3.946631732934605674e-01,7.774801553922431330e-01
8.098665405520074634e-01,3.950292276574757788e-01,7.770497572357044636e-01
8.102382719656099352e-01,3.950840759750522957e-01,7.772124026983745493e-01
8.101507553345488333e-01,3.952770398632506899e-01,7.768144956996035910e-01
8.099945529003287348e-01,3.944252825580801813e-01,7.776967347366326999e-01
8.099362130524544456e-01,3.951910824986473725e-01,7.770119237650330302e-01
8.096835423244815866e-01,3.948192381697750997e-01,7.771491244794136444e-01
8.111308271799292369e-01,3.946120268218479277e-01,7.765179268008288727e-01
8.101425955835288573e-01,3.948556656872721504e-01,7.768867378755175412e-01
8.097812862532985934e-01,3.950000669949697563e-01,7.773164083056443019e-01
8.100609611147500111e-01,3.948627551841849548e-01,7.768936213061989893e-01
8.103932074185407064e-01,3.948647898470895590e-01,7.772013253258456267e-01
8.098547243810614304e-01,3.944919553158933168e-01,7.769104750809998627e-01
8.107791352806560381e-01,3.949337310093304909e-01,7.771381880645428231e-01
8.096066263536185748e-01,3.940556582772355432e-01,7.778163219630681580e-01
8.105615145629863072e-01,3.950256823245902327e-01,7.773797754927465053e-01
8.101800811235305710e-01,3.932690029646686014e-01,7.749501374256226871e-01
8.103364971254486404e-01,3.945029800709083934e-01,7.770462788425436251e-01
8.096455255773854498e-01,3.950134478990434128e-01,7.769350865909104842e-01
8.104243762199369039e-01,3.950063632207220787e-01,7.772247882154446064e-01
8.099505289324070434e-01,3.945286976606915408e-01,7.772361208148661493e-01
8.102180512156693659e-01,3.949924445278857887e-01,7.770838187729425250e-01
8.102912878042541900e-01,3.950693390457358789e-01,7.772051281228158359e-01
8.101507553345488333e-01,3.952770398632506899e-01,7.768144956996035910e-01
8.100122216164518107e-01,3.944168577958276911e-01,7.777960864191593160e-01
8.100045342148571859e-01,3.951405521998453407e-01,7.769483307335562916e-01
8.096835423244815866e-01,3.948192381697750997e-01,7.771491244794136444e-01
8.111308271799292369e-01,3.946120268218479277e-01,7.765179268008288727e-01
8.099640566366687056e-01,3.948491655238433040e-01,7.766626219151745447e-01
8.097812862532985934e-01,3.950000669949697563e-01,7.773164083056443019e-01
8.100609611147500111e-01,3.948627551841849548e-01,7.768936213061989893e-01
8.105568806678087324e-01,3.948707487870737332e-01,7.774067807073590242e-01
8.097966520606385554e-01,3.945339872981687424e-01,7.765468584756672898e-01
8.107791352806560381e-01,3.949337310093304909e-01,7.771381880645428231e-01
8.096591675084788831e-01,3.941279288475486586e-01,7.777276793059376692e-01
8.105615145629863072e-01,3.950256823245902327e-01,7.773797754927465053e-01
8.098024099697060940e-01,3.922194822260958169e-01,7.735706901759906717e-01
8.104783410903674268e-01,3.945771413929716198e-01,7.765183505819360787e-01
8.097137831174637812e-01,3.949012710768730061e-01,7.771361183197881273e-01
8.103990692373936877e-01,3.950027981475742744e-01,7.771961874592017150e-01
8.099505289324070434e-01,3.945286976606915408e-01,7.772361208148661493e-01
8.102783497610316354e-01,3.949828564818551047e-01,7.771196306492246242e-01
8.102912878042541900e-01,3.950693390457358789e-01,7.772051281228158359e-01
8.101507553345488333e-01,3.952770398632506899e-01,7.768144956996035910e-01
8.100479374016794631e-01,3.943521102709758863e-01,7.781202676663762086e-01
8.099791009978604128e-01,3.950304399003052858e-01,7.769419039790393944e-01
8.097212498889186927e-01,3.947471451037816159e-01,7.770965553740508680e-01
8.116962068585453771e-01,3.944795273197777563e-01,7.763193878943084325e-01
8.099245529384123676e-01,3.948575955525400194e-01,7.766704497657964668e-01
8.097115112777751866e-01,3.950232909058373765e-01,7.773993830204336541e-01
8.099205114466555555e-01,3.947367835269229852e-01,7.767036692468124448e-01
8.105579408167051803e-01,3.948698617031442537e-01,7.774081954350441359e-01
8.097966520606385554e-01,3.945339872981687424e-01,7.765468584756672898e-01
8.107791352806560381e-01,3.949337310093304909e-01,7.771381880645428231e-01
8.096591675084788831e-01,3.941279288475486586e-01,7.777276793059376692e-01
8.104618056439730767e-01,3.948955079630044884e-01,7.775215476720248597e-01
8.098024099697060940e-01,3.922194822260958169e-01,7.735706901759906717e-01
8.104783410903674268e-01,3.945771413929716198e-01,7.765183505819360787e-01
8.097137831174637812e-01,3.949012710768730061e-01,7.771361183197881273e-01
8.104547377195060465e-01,3.948859948105102879e-01,7.773681572974006082e-01
8.101934768082708072e-01,3.948628734433082266e-01,7.768262412582023213e-01
8.102647126673565570e-01,3.949734787271471648e-01,7.771037785048845459e-01
8.103235664967930463e-01,3.951374749402087883e-01,7.773301649091906018e-01
8.102374065408772807e-01,3.953419980272074308e-01,7.766967826486556037e-01
8.100437193081195808e-01,3.943496779370042060e-01,7.781160081430340547e-01
8.099791009978604128e-01,3.950304399003052858e-01,7.769419039790393944e-01
8.095785570161513345e-01,3.946664929613032946e-01,7.770693772565805402e-01
8.109334167117234760e-01,3.945468734627967100e-01,7.765895385510930282e-01
8.101012800523912372e-01,3.948695590968276936e-01,7.769026514978317755e-01
8.097115112777751866e-01,3.950232909058373765e-01,7.773993830204336541e-01
8.099205114466555555e-01,3.947367835269229852e-01,7.767036692468124448e-01
8.105579408167051803e-01,3.948698617031442537e-01,7.774081954350441359e-01
8.099041562531343885e-01,3.946048451309472904e-01,7.767829248365318850e-01
8.107791352806560381e-01,3.949337310093304909e-01,7.771381880645428231e-01
8.096591675084788831e-01,3.941279288475486586e-01,7.777276793059376692e-01
8.103190576355449037e-01,3.948783136542846073e-01,7.776939986950427430e-01
8.098024099697060940e-01,3.922194822260958169e-01,7.735706901759906717e-01
8.104625183242554209e-01,3.945583836034937120e-01,7.764857450867789224e-01
8.097137831174637812e-01,3.949012710768730061e-01,7.771361183197881273e-01
8.104405511099342929e-01,3.948925260554966288e-01,7.773484196961419901e-01
8.104373304292380453e-01,3.948676593062201978e-01,7.769675091923542443e-01
8.102781682433427557e-01,3.949672840361074244e-01,7.771224990308972513e-01
8.102183003721241672e-01,3.950966993694601803e-01,7.772966668947086655e-01
8.102374065408772807e-01,3.953419980272074308e-01,7.766967826486556037e-01
8.100710524049896666e-01,3.944897139154500687e-01,7.779157273740536782e-01
8.098061683668074107e-01,3.948218552683927518e-01,7.771060099292850243e-01
8.095785570161513345e-01,3.946664929613032946e-01,7.770693772565805402e-01
8.111591543483785971e-01,3.945413557714483321e-01,7.766392947022247029e-01
8.101012800523912372e-01,3.948695590968276936e-01,7.769026514978317755e-01
8.097663342876079140e-01,3.950591012496479926e-01,7.774529750723518928e-01
8.099276378372256557e-01,3.947250876099523409e-01,7.767610463201616300e-01
8.102512157311185792e-01,3.946166616842416430e-01,7.775172259511335948e-01
8.099041562531343885e-01,3.946048451309472904e-01,7.767829248365318850e-01
8.107791352806560381e-01,3.949337310093304909e-01,7.771381880645428231e-01
8.096591675084788831e-01,3.941279288475486586e-01,7.777276793059376692e-01
8.105461966903733106e-01,3.949432869314660199e-01,7.778855932993444799e-01
8.097452431705275400e-01,3.921216494428747534e-01,7.734413936766153519e-01
8.104625183242554209e-01,3.945583836034937120e-01,7.764857450867789224e-01
8.095457592441197558e-01,3.949150218171714188e-01,7.772373526682089251e-01
8.103063699128821851e-01,3.943304682313081289e-01,7.765540808936447492e-01
8.108214352524628632e-01,3.948472546888435186e-01,7.768512557934987850e-01
8.102781682433427557e-01,3.949672840361074244e-01,7.771224990308972513e-01
8.102205808294655753e-01,3.951259775116204853e-01,7.772250664367323925e-01
8.101191113614868433e-01,3.950803279332612550e-01,7.767273608835220111e-01
8.100710524049896666e-01,3.944897139154500687e-01,7.779157273740536782e-01
8.097901629562128667e-01,3.948192289315826664e-01,7.770891490179751004e-01
8.095785570161513345e-01,3.946664929613032946e-01,7.770693772565805402e-01
8.111591543483785971e-01,3.945413557714483321e-01,7.766392947022247029e-01
8.101210198508210780e-01,3.948583885603288990e-01,7.768702185562204043e-01
8.099639732159145122e-01,3.950844659830770600e-01,7.773509136056796498e-01
8.099276378372256557e-01,3.947250876099523409e-01,7.767610463201616300e-01
8.102512157311185792e-01,3.946166616842416430e-01,7.775172259511335948e-01
8.099041562531343885e-01,3.946048451309472904e-01,7.767829248365318850e-01
8.107791352806560381e-01,3.949337310093304909e-01,7.771381880645428231e-01
8.097597269110191620e-01,3.942869723027022655e-01,7.775409838347054903e-01
8.107438072147001851e-01,3.949757129533433830e-01,7.780937662484170847e-01
8.097756840712205806e-01,3.922044456020354342e-01,7.735502384484662652e-01
8.106664069391121830e-01,3.944790667219189029e-01,7.763185864166177730e-01
8.095457592441197558e-01,3.949150218171714188e-01,7.772373526682089251e-01
8.103063699128821851e-01,3.943304682313081289e-01,7.765540808936447492e-01
8.108214352524628632e-01,3.948472546888435186e-01,7.768512557934987850e-01
8.100756759957837838e-01,3.938860458397671627e-01,7.757238121709372214e-01
8.102214933553274490e-01,3.951175157964149087e-01,7.772179292622038993e-01
8.101191113614868433e-01,3.950803279332612550e-01,7.767273608835220111e-01
8.100610025719161555e-01,3.944155632644048559e-01,7.781260080662377732e-01
8.097901629562128667e-01,3.948192289315826664e-01,7.770891490179751004e-01
8.100197374200771572e-01,3.947646957969356829e-01,7.770946633882296339e-01
8.113010306997476828e-01,3.945125581980458707e-01,7.765926737451233075e-01
8.101210198508210780e-01,3.948583885603288990e-01,7.768702185562204043e-01
8.099639732159145122e-01,3.950844659830770600e-01,7.773509136056796498e-01
8.099276378372256557e-01,3.947250876099523409e-01,7.767610463201616300e-01
8.102512157311185792e-01,3.946166616842416430e-01,7.775172259511335948e-01
8.099041562531343885e-01,3.946048451309472904e-01,7.767829248365318850e-01
8.108064847993716739e-01,3.949440111077136550e-01,7.771492926487646447e-01
8.099258064553359615e-01,3.937994866059943977e-01,7.777766592827900505e-01
8.107438072147001851e-01,3.949757129533433830e-01,7.780937662484170847e-01
8.097756840712205806e-01,3.922044456020354342e-01,7.735502384484662652e-01
8.106664069391121830e-01,3.944790667219189029e-01,7.763185864166177730e-01
8.096714246943943483e-01,3.949526793760506638e-01,7.772337405210330008e-01
8.103063699128821851e-01,3.943304682313081289e-01,7.765540808936447492e-01
8.108214352524628632e-01,3.948472546888435186e-01,7.768512557934987850e-01
8.101527008647052552e-01,3.935632525546982619e-01,7.752481933705568373e-01
8.102214933553274490e-01,3.951175157964149087e-01,7.772179292622038993e-01
8.101580142176465493e-01,3.951663814316246359e-01,7.767173048467608254e-01
8.100610025719161555e-01,3.944155632644048559e-01,7.781260080662377732e-01
8.097775245577103487e-01,3.949142420355207239e-01,7.770250911843339381e-01
8.100197374200771572e-01,3.947646957969356829e-01,7.770946633882296339e-01
8.113554757457737132e-01,3.944650591216060653e-01,7.765313950209347116e-01
8.101394886128157058e-01,3.948318017435176186e-01,7.768136885804859393e-01
8.099639732159145122e-01,3.950844659830770600e-01,7.773509136056796498e-01
8.099276378372256557e-01,3.947250876099523409e-01,7.767610463201616300e-01
8.102512157311185792e-01,3.946166616842416430e-01,7.775172259511335948e-01
8.098902907208210822e-01,3.945338437039738744e-01,7.767958437807785943e-01
8.108107119845597843e-01,3.949450641126245887e-01,7.771511600832559097e-01
8.099258064553359615e-01,3.937994866059943977e-01,7.777766592827900505e-01
8.107438072147001851e-01,3.949757129533433830e-01,7.780937662484170847e-01
8.097756840712205806e-01,3.922044456020354342e-01,7.735502384484662652e-01
8.106261919784535364e-01,3.943455858124548796e-01,7.760800989184305498e-01
8.096451379493633249e-01,3.949448021540569731e-01,7.772344961113055728e-01
8.102541095888989853e-01,3.942575519509407544e-01,7.767219696949593244e-01
8.106320428065819650e-01,3.948213679258221753e-01,7.768321407317345662e-01
8.101527008647052552e-01,3.935632525546982619e-01,7.752481933705568373e-01
8.104056405289954412e-01,3.951726982910440666e-01,7.772126361073082856e-01
8.101557030551720384e-01,3.944690644374082567e-01,7.760782817379515697e-01
8.100248569129029352e-01,3.942238703982371417e-01,7.787303786282476770e-01
8.101436571217972560e-01,3.948907474500896186e-01,7.769641216036069498e-01
8.102387639047042844e-01,3.946464877055704812e-01,7.770072087153341300e-01
8.111020551930011591e-01,3.945062315443798595e-01,7.766393736104121315e-01
8.101601583340236612e-01,3.949414203867908646e-01,7.764680821822600443e-01
8.100568370411540542e-01,3.949808518257637013e-01,7.771727055576684862e-01
8.099276378372256557e-01,3.947250876099523409e-01,7.767610463201616300e-01
8.102298190244910936e-01,3.945835970155134875e-01,7.771948743168860529e-01
8.098902907208210822e-01,3.945338437039738744e-01,7.767958437807785943e-01
8.108107119845597843e-01,3.949450641126245887e-01,7.771511600832559097e-01
8.099258064553359615e-01,3.937994866059943977e-01,7.777766592827900505e-01
8.107729865721712281e-01,3.951320422324651194e-01,7.785933402893701061e-01
8.097188018093037787e-01,3.919044781482592388e-01,7.731256026212497412e-01
8.106261919784535364e-01,3.943455858124548796e-01,7.760800989184305498e-01
8.098570144939885029e-01,3.950017115495753628e-01,7.772181566819980070e-01
8.102541095888989853e-01,3.942575519509407544e-01,7.767219696949593244e-01
8.106320428065819650e-01,3.948213679258221753e-01,7.768321407317345662e-01
8.101700404379202913e-01,3.936087632469301711e-01,7.753054906125432799e-01
8.103822987176186876e-01,3.951428012945257806e-01,7.771776479770179380e-01
8.102843289293188977e-01,3.947100978914869218e-01,7.734711870623208751e-01
8.100248569129029352e-01,3.942238703982371417e-01,7.787303786282476770e-01
8.101436571217972560e-01,3.948907474500896186e-01,7.769641216036069498e-01
8.105016558114267466e-01,3.947314675482963553e-01,7.771666646885035945e-01
8.107991901203567275e-01,3.943242561251925626e-01,7.769322063223654817e-01
8.101601583340236612e-01,3.949414203867908646e-01,7.764680821822600443e-01
8.100807343578304565e-01,3.949560505034950819e-01,7.771152926093400914e-01
8.099361354530006940e-01,3.947329936347649393e-01,7.767503397514331498e-01
8.102298190244910936e-01,3.945835970155134875e-01,7.771948743168860529e-01
8.098560625790836021e-01,3.943851563470179844e-01,7.768298175503266512e-01
8.108107119845597843e-01,3.949450641126245887e-01,7.771511600832559097e-01
8.099258064553359615e-01,3.937994866059943977e-01,7.777766592827900505e-01
8.107136012493365573e-01,3.949657105247446065e-01,7.781955977539353198e-01
