# sigma8,om0
8.099986362334452572e-01,3.598392692179847030e-01
8.100843186811500507e-01,3.597234267655252116e-01
8.097555427870392064e-01,3.601517448041839931e-01
8.100682080818714104e-01,3.598777681509454651e-01
8.100767039127514391e-01,3.598757500508869556e-01
8.095267822057532481e-01,3.596957981896863332e-01
8.100794004426647987e-01,3.596878142784138421e-01
8.100548261576473452e-01,3.598209887627733528e-01
8.102431434230326079e-01,3.597730180217796891e-01
8.096340342855038452e-01,3.597578341591354256e-01
8.102756610453005770e-01,3.601040510907867476e-01
8.099012915695312786e-01,3.597521522532963756e-01
8.097696022616192035e-01,3.598661690383833656e-01
8.098371283318527292e-01,3.598850215297861865e-01
8.098956856424072148e-01,3.596124935096858821e-01
8.100523256434735142e-01,3.596908816733245806e-01
8.102288016439607166e-01,3.597898848755437529e-01
8.107661508378750659e-01,3.593317541160190864e-01
8.100282720751833532e-01,3.602884040729466553e-01
8.101876028322909651e-01,3.596886240759772368e-01
8.099732723422953251e-01,3.598461417689797770e-01
8.100887926330330169e-01,3.596339313253891223e-01
8.097090948869793969e-01,3.599800128070844707e-01
8.100496976365165747e-01,3.601352241598900217e-01
8.100560853072054091e-01,3.598873900679106508e-01
8.096530461099774589e-01,3.597727834512445821e-01
8.100994441640988475e-01,3.594433152293003975e-01
8.099173101692178633e-01,3.596447231543924428e-01
8.103838882101735974e-01,3.598284354280459341e-01
8.096272804034846393e-01,3.597525234770745373e-01
8.102404567843650707e-01,3.600589268798329856e-01
8.099246804760293905e-01,3.597502084467082417e-01
8.097965616353551832e-01,3.598670101217702477e-01
8.096198022435660002e-01,3.600068058260257331e-01
8.099085680946114252e-01,3.596512883358259360e-01
8.100234554744484283e-01,3.597359680978085561e-01
8.103123229412336759e-01,3.597427338051220058e-01
8.104678526769006908e-01,3.594619736733927762e-01
8.097682515776690737e-01,3.607879112791432252e-01
8.105761031047730159e-01,3.595985233896371036e-01
8.099840235641511121e-01,3.598385971438664011e-01
8.101312379144731679e-01,3.596926896247680805e-01
8.097090948869793969e-01,3.599800128070844707e-01
8.100496976365165747e-01,3.601352241598900217e-01
8.100569318025842014e-01,3.598545470451891548e-01
8.096778360476100111e-01,3.598068487991665232e-01
8.101274954736236156e-01,3.593940558166178190e-01
8.099199711052302852e-01,3.596427248269369326e-01
8.103838882101735974e-01,3.598284354280459341e-01
8.096272804034846393e-01,3.597525234770745373e-01
8.103181568835513549e-01,3.599514472621795358e-01
8.099416569102543262e-01,3.597203970334967305e-01
8.096486154480746489e-01,3.600739683909419675e-01
8.096200235198044437e-01,3.600065333991697147e-01
8.097239626149594915e-01,3.595838353273176913e-01
8.099792070742941608e-01,3.596904620426135679e-01
8.101628479079262535e-01,3.598015296228419535e-01
8.102631144156307030e-01,3.596575704283548336e-01
8.097675596124532804e-01,3.607799594656994624e-01
8.105761031047730159e-01,3.595985233896371036e-01
8.099812349053848726e-01,3.598458551586774523e-01
8.100931418380842297e-01,3.598076351298117870e-01
8.097090948869793969e-01,3.599800128070844707e-01
8.100496976365165747e-01,3.601352241598900217e-01
8.097154216471931232e-01,3.601808088673163488e-01
8.098216290336086587e-01,3.599338263495654999e-01
8.101820857227521877e-01,3.594785855061164992e-01
8.100318265326446054e-01,3.587984345622641791e-01
8.104125439627462013e-01,3.598354361118580313e-01
8.095419146562334856e-01,3.597279441520411236e-01
8.103181568835513549e-01,3.599514472621795358e-01
8.099695692722512774e-01,3.594349999167912868e-01
8.096486154480746489e-01,3.600739683909419675e-01
8.094812227522110160e-01,3.592748510774605997e-01
8.097208656449059738e-01,3.595862868830381198e-01
8.099267453786940241e-01,3.593594535490597375e-01
8.101319811808650462e-01,3.598042332183485903e-01
8.106413235585339105e-01,3.595972855075587060e-01
8.098065833071455000e-01,3.604024469650020657e-01
8.102953186311258049e-01,3.595155169135449968e-01
8.099812349053848726e-01,3.598458551586774523e-01
8.101304242683271539e-01,3.599714504855733299e-01
8.097775968560866344e-01,3.598537425309313864e-01
8.099539065755251288e-01,3.600282678160999228e-01
8.097154216471931232e-01,3.601808088673163488e-01
8.098565045136366658e-01,3.599195126952213220e-01
8.106644620555888414e-01,3.592906908706460789e-01
8.100279225655566684e-01,3.585064110459806885e-01
8.104125439627462013e-01,3.598354361118580313e-01
8.094939278698713991e-01,3.596987227434707002e-01
8.103576059946490107e-01,3.599029603633726593e-01
8.098725078796931154e-01,3.597198314406103714e-01
8.093639230833666875e-01,3.602692128184319387e-01
8.100072798379447381e-01,3.594303658904516863e-01
8.097251276101207207e-01,3.596063796440436833e-01
8.100579162596629468e-01,3.589247437707001054e-01
8.101011824682808893e-01,3.598631287425230196e-01
8.106413235585339105e-01,3.595972855075587060e-01
8.098174431309742571e-01,3.604057156105274773e-01
8.103219378653990779e-01,3.594659299235083982e-01
8.102092386436562377e-01,3.599146962347203882e-01
8.101725079383977901e-01,3.605729452388295453e-01
8.097863406289261823e-01,3.598949644858512320e-01
8.099539065755251288e-01,3.600282678160999228e-01
8.093465715540583139e-01,3.603403961368644159e-01
8.095639404770389458e-01,3.599235075542563389e-01
8.106644620555888414e-01,3.592906908706460789e-01
8.100279225655566684e-01,3.585064110459806885e-01
8.104125439627462013e-01,3.598354361118580313e-01
8.096805564538560596e-01,3.596393441437572003e-01
8.103330879619650151e-01,3.599048997420523643e-01
8.098841499615311301e-01,3.595745679067071654e-01
8.093639230833666875e-01,3.602692128184319387e-01
8.100057172683302609e-01,3.595003054736412573e-01
8.096864318327735566e-01,3.595799603444833625e-01
8.100579162596629468e-01,3.589247437707001054e-01
8.100195397784621942e-01,3.598073877075289584e-01
8.107030265705656991e-01,3.595330550872195552e-01
8.098739334613550556e-01,3.604135519693744127e-01
8.111331476107926930e-01,3.587857411363505333e-01
8.108328664373477546e-01,3.596531532023747868e-01
8.100969287987357381e-01,3.603846287047407504e-01
8.096155340699491276e-01,3.599122358681475231e-01
8.099539065755251288e-01,3.600282678160999228e-01
8.089913187629373947e-01,3.607547363095240933e-01
8.094898053809634897e-01,3.601314316583715813e-01
8.104729848392995262e-01,3.593473235925351839e-01
8.100279225655566684e-01,3.585064110459806885e-01
8.103295208823741991e-01,3.598714410593898405e-01
8.096805564538560596e-01,3.596393441437572003e-01
8.104062317905532664e-01,3.598680560069720258e-01
8.098841499615311301e-01,3.595745679067071654e-01
8.099179819367443578e-01,3.600368462785242807e-01
8.103479569794836967e-01,3.591724553903313799e-01
8.096187941008280431e-01,3.596992583816982503e-01
8.100509460368530146e-01,3.590850561471626290e-01
8.100133206614578141e-01,3.599504249466033423e-01
8.106136300856217058e-01,3.596883770410632120e-01
8.096356296273616859e-01,3.605056709160698869e-01
8.111331476107926930e-01,3.587857411363505333e-01
8.108328664373477546e-01,3.596531532023747868e-01
8.101282638616925658e-01,3.604763983011103901e-01
8.098086222982128213e-01,3.594812214558271712e-01
8.099539065755251288e-01,3.600282678160999228e-01
8.088719489792060013e-01,3.608008800016348494e-01
8.097943230303183970e-01,3.598885718803074285e-01
8.105034471366148185e-01,3.593051838649012897e-01
8.099744270483125730e-01,3.587790426190798909e-01
8.101348310524100205e-01,3.598776727671569309e-01
8.096140484621953126e-01,3.595447163009053426e-01
8.101956554189881921e-01,3.598229161921996933e-01
8.098841499615311301e-01,3.595745679067071654e-01
8.099673578287677200e-01,3.600051600044036348e-01
8.104099335236042423e-01,3.590368582557703636e-01
8.097125968233375159e-01,3.596574733416296743e-01
8.100529170256540734e-01,3.590397241818444329e-01
8.100133206614578141e-01,3.599504249466033423e-01
8.104906360252439601e-01,3.593063192764930913e-01
8.097440889653891860e-01,3.603734428535532719e-01
8.106861756358538784e-01,3.592746269846534002e-01
8.108328664373477546e-01,3.596531532023747868e-01
8.103719160963367418e-01,3.599515585677560692e-01
8.098344498250935608e-01,3.593282728029032480e-01
8.099539065755251288e-01,3.600282678160999228e-01
8.085647789977534750e-01,3.615590795948877001e-01
8.096499837679700384e-01,3.599238406787821920e-01
8.104389185528904083e-01,3.593074109238794112e-01
8.102485763618173520e-01,3.589699304072453412e-01
8.101888742730539716e-01,3.598185617551675763e-01
8.094614358094437412e-01,3.593458267675897488e-01
8.102664202156527606e-01,3.597366433813241060e-01
8.099364174350167644e-01,3.597266542380369581e-01
8.092960541337106406e-01,3.606874045324120481e-01
8.103306969800478932e-01,3.588094989106364596e-01
8.097125968233375159e-01,3.596574733416296743e-01
8.099027962927727309e-01,3.589482923476569054e-01
8.100514622255782227e-01,3.599217757588962785e-01
8.104906360252439601e-01,3.593063192764930913e-01
8.096171119109601966e-01,3.604901518305019259e-01
8.106861756358538784e-01,3.592746269846534002e-01
8.107726794015973626e-01,3.596003309796971248e-01
8.104208219708689542e-01,3.598462127407973110e-01
8.098344498250935608e-01,3.593282728029032480e-01
8.098493771339665415e-01,3.600494680490683441e-01
8.088364741292528581e-01,3.612921060795999950e-01
8.096499837679700384e-01,3.599238406787821920e-01
8.101895504336971143e-01,3.595539346812537396e-01
8.103355885175628215e-01,3.587512637444979502e-01
8.100553041809135379e-01,3.599646571067002809e-01
8.094614358094437412e-01,3.593458267675897488e-01
8.101665556424006986e-01,3.599851392038060371e-01
8.099037658287853159e-01,3.598364595478263928e-01
8.093947461498198770e-01,3.606182458222476073e-01
8.104782609236842461e-01,3.582217068986560671e-01
8.096951349639653905e-01,3.596902176634635961e-01
8.099365639987482490e-01,3.588523190212934422e-01
8.100491194603830492e-01,3.598956273734031375e-01
8.104962833763927899e-01,3.593021708784242541e-01
8.098939237669685598e-01,3.598201998319898731e-01
8.119566384891524491e-01,3.579601711102253780e-01
8.107726794015973626e-01,3.596003309796971248e-01
8.103731257051869363e-01,3.598721610506975255e-01
8.101028517057494716e-01,3.593113675520283046e-01
8.104031830813325232e-01,3.593952577099994161e-01
8.088364741292528581e-01,3.612921060795999950e-01
8.097505544320667825e-01,3.600907746657260877e-01
8.097033160441339250e-01,3.595152477404680025e-01
8.103246712814513586e-01,3.587948750442911394e-01
8.101714640945327783e-01,3.601129670856638709e-01
8.093579239860003716e-01,3.594390601091395077e-01
8.101731319919839303e-01,3.599809640937466915e-01
8.099037658287853159e-01,3.598364595478263928e-01
8.092293941257693302e-01,3.607818532752270491e-01
8.104782609236842461e-01,3.582217068986560671e-01
8.097287957882304266e-01,3.597942711357126067e-01
8.103039248645013126e-01,3.584798150304608355e-01
8.100491194603830492e-01,3.598956273734031375e-01
8.104962833763927899e-01,3.593021708784242541e-01
8.099925372195908579e-01,3.598308927669939816e-01
8.119566384891524491e-01,3.579601711102253780e-01
8.107726794015973626e-01,3.596003309796971248e-01
8.103731257051869363e-01,3.598721610506975255e-01
8.100280837210545037e-01,3.595085692365675434e-01
8.103214662052193873e-01,3.594707479965535413e-01
8.085723573759738825e-01,3.616874217631729782e-01
8.097934159995213710e-01,3.599940273065465601e-01
8.097107344485454661e-01,3.593565892721613531e-01
8.102840183632994409e-01,3.588866370284582996e-01
8.099410064846985779e-01,3.603165203416973661e-01
8.093579239860003716e-01,3.594390601091395077e-01
8.100580900293331554e-01,3.599044907305070096e-01
8.099037658287853159e-01,3.598364595478263928e-01
8.094374318956493175e-01,3.602142159670872479e-01
8.105534246323062852e-01,3.576229459068411276e-01
8.097287957882304266e-01,3.597942711357126067e-01
8.110425015485863698e-01,3.571473751549715248e-01
8.100495441141031261e-01,3.598960469518698857e-01
8.106011351030365519e-01,3.594052213868961232e-01
8.099062678069157695e-01,3.599214394166894149e-01
8.119566384891524491e-01,3.579601711102253780e-01
8.108035224567848864e-01,3.596041319855066143e-01
8.106601377642467243e-01,3.597672400980698182e-01
8.100065388044241921e-01,3.595706682658735831e-01
8.109929397962587494e-01,3.588504387506286086e-01
8.080709101545977546e-01,3.625083172918281971e-01
8.098427593090180565e-01,3.598919506015011427e-01
8.104172001027298844e-01,3.579987684340121823e-01
8.108841740399915787e-01,3.579454998065432214e-01
8.098714114349544468e-01,3.602117892124495069e-01
8.095525717719097569e-01,3.596102922095146814e-01
8.100580900293331554e-01,3.599044907305070096e-01
8.098874069368297013e-01,3.598379566333826940e-01
8.094374318956493175e-01,3.602142159670872479e-01
8.105394110114951811e-01,3.580347678318592797e-01
8.096513734421909581e-01,3.599502641310512452e-01
8.110425015485863698e-01,3.571473751549715248e-01
8.100732850325540468e-01,3.600756710240504699e-01
8.106011351030365519e-01,3.594052213868961232e-01
8.099062678069157695e-01,3.599214394166894149e-01
8.113092854290682165e-01,3.588624549397615437e-01
8.105526643233015305e-01,3.596794955564250329e-01
8.109275604013895800e-01,3.595215527200824046e-01
8.100448955925653172e-01,3.595498163304361450e-01
8.116428036362990373e-01,3.580369209952667942e-01
8.080709101545977546e-01,3.625083172918281971e-01
8.098140315331638917e-01,3.600057820898139860e-01
8.108182850786539442e-01,3.566063934428947424e-01
8.108841740399915787e-01,3.579454998065432214e-01
8.098711066665051916e-01,3.602083871361889678e-01
8.100940115866098745e-01,3.587152692530582443e-01
8.101398919653935993e-01,3.598952844357480307e-01
8.096370114118074390e-01,3.607072100032590600e-01
8.101252880083071872e-01,3.597174799410583490e-01
8.106329318060109257e-01,3.577578074749916404e-01
8.096513734421909581e-01,3.599502641310512452e-01
8.113143987629024556e-01,3.563196098702363090e-01
8.100732850325540468e-01,3.600756710240504699e-01
8.102254749740034345e-01,3.598986757682678950e-01
8.099062678069157695e-01,3.599214394166894149e-01
8.113531400307311126e-01,3.588293538997819887e-01
8.105526643233015305e-01,3.596794955564250329e-01
8.109275604013895800e-01,3.595215527200824046e-01
8.100779829035558155e-01,3.596188220690403337e-01
8.112704998823083713e-01,3.585259665564253240e-01
8.084056905090292178e-01,3.620806020798613689e-01
8.099236979017799820e-01,3.594787520226921940e-01
8.112357732221672224e-01,3.546622563058954292e-01
8.113233252318989841e-01,3.570581588677260720e-01
8.098711066665051916e-01,3.602083871361889678e-01
8.101279897009812103e-01,3.584969750020424728e-01
8.101398919653935993e-01,3.598952844357480307e-01
8.095516966974253270e-01,3.608029658987489396e-01
8.101252880083071872e-01,3.597174799410583490e-01
8.105536433720891276e-01,3.576398398720402882e-01
8.094558008413678118e-01,3.603772308691002846e-01
8.115473577796481486e-01,3.543913588688128447e-01
8.100732850325540468e-01,3.600756710240504699e-01
8.102254749740034345e-01,3.598986757682678950e-01
8.098076465754875386e-01,3.598303679060415039e-01
8.113592960332256521e-01,3.588233592118392767e-01
8.104977463889201372e-01,3.597082055203745798e-01
8.109275604013895800e-01,3.595215527200824046e-01
8.100934584823228368e-01,3.596879301285890729e-01
8.112467747175214905e-01,3.584388670672210564e-01
8.083356610315625135e-01,3.621700717049517460e-01
8.100025282763867462e-01,3.595102613909464950e-01
8.109894461711093516e-01,3.558093393434614837e-01
8.113040223838704490e-01,3.565299272122340879e-01
8.103616858665432243e-01,3.595816233976561471e-01
8.106395315909288302e-01,3.576413632842254109e-01
8.104549406571049941e-01,3.596733306813870157e-01
8.101423557061143699e-01,3.586492244342286417e-01
8.112066076600715769e-01,3.582314982451789143e-01
8.107018235603127287e-01,3.577741076271217513e-01
8.093595922543314058e-01,3.604252519729561621e-01
8.115052066137037334e-01,3.549589463719987625e-01
8.101696680202090661e-01,3.602483606177216968e-01
8.103182317507527932e-01,3.593929936427396887e-01
8.097268548780359732e-01,3.599630737917173251e-01
8.113592960332256521e-01,3.588233592118392767e-01
8.104421585084369273e-01,3.597563291674243935e-01
8.108483659965018964e-01,3.597901579850272258e-01
8.099567251622711295e-01,3.598668304690183506e-01
8.108908834402174248e-01,3.588862630934019360e-01
8.088951511489173019e-01,3.614461486675705215e-01
8.099973224846925834e-01,3.597477458523638538e-01
8.113279642574191541e-01,3.540369832496365055e-01
8.113048884501021796e-01,3.564397481968296089e-01
8.102822387684714966e-01,3.596513990347996459e-01
8.112786690625317654e-01,3.552137193967013773e-01
8.099893616846519651e-01,3.601109118069660830e-01
8.101423557061143699e-01,3.586492244342286417e-01
8.112066076600715769e-01,3.582314982451789143e-01
8.107018235603127287e-01,3.577741076271217513e-01
8.093595922543314058e-01,3.604252519729561621e-01
8.115052066137037334e-01,3.549589463719987625e-01
8.101400632640611832e-01,3.602548252296221554e-01
8.101525434939546022e-01,3.599788160820747707e-01
8.097268548780359732e-01,3.599630737917173251e-01
8.113592960332256521e-01,3.588233592118392767e-01
8.101758976023233361e-01,3.602726021998334804e-01
8.110716233280399479e-01,3.591671329112792743e-01
8.099567251622711295e-01,3.598668304690183506e-01
8.114745950024424559e-01,3.580933353472233183e-01
8.093551279161936840e-01,3.608561457417590046e-01
8.099010202504394185e-01,3.598244151508177557e-01
8.113474774479662033e-01,3.535711797019733260e-01
8.122247293598732210e-01,3.543562189300355492e-01
8.104994030217916867e-01,3.593149056209106185e-01
8.125636723352683832e-01,3.506906356598231689e-01
8.099595118493858603e-01,3.601514605370805810e-01
8.101423557061143699e-01,3.586492244342286417e-01
8.116521464640470418e-01,3.575471168198409155e-01
8.109003208570318977e-01,3.573349065655956336e-01
8.096670465290403129e-01,3.593651737422688952e-01
8.115052066137037334e-01,3.549589463719987625e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.101517199573197159e-01,3.598713376531381680e-01
8.103914624212895657e-01,3.583684341692174313e-01
8.111128476333093751e-01,3.590733267586796451e-01
8.102058959702940211e-01,3.602874840176558680e-01
8.114467897640360583e-01,3.576018879100388848e-01
8.107325897577811746e-01,3.588052750372014987e-01
8.111391509322505300e-01,3.584151874487491729e-01
8.093551279161936840e-01,3.608561457417590046e-01
8.098913886420749941e-01,3.598326162496544578e-01
8.113474774479662033e-01,3.535711797019733260e-01
8.131102731767878566e-01,3.506616106180614478e-01
8.104994030217916867e-01,3.593149056209106185e-01
8.125636723352683832e-01,3.506906356598231689e-01
8.100025863664219727e-01,3.601752410701350438e-01
8.106715606416622366e-01,3.572162625796335145e-01
8.116986618644737028e-01,3.574757831640270611e-01
8.112156241787178423e-01,3.563909648986904322e-01
8.096674168047979236e-01,3.593634038229246985e-01
8.123000673165752250e-01,3.527788159230764164e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.101517199573197159e-01,3.598713376531381680e-01
8.105810492781672094e-01,3.579135450892616532e-01
8.108143541828736200e-01,3.591332300775316178e-01
8.102058959702940211e-01,3.602874840176558680e-01
8.117104773391311534e-01,3.571398080310588807e-01
8.107325897577811746e-01,3.588052750372014987e-01
8.110066322686060314e-01,3.585555483643462771e-01
8.094114640351044443e-01,3.607341050897734935e-01
8.098531419138826903e-01,3.597773005150904368e-01
8.115859360460944139e-01,3.533728299586580412e-01
8.131102731767878566e-01,3.506616106180614478e-01
8.106058040407526644e-01,3.591715926024594552e-01
8.125636723352683832e-01,3.506906356598231689e-01
8.094118087371157122e-01,3.607615772272499410e-01
8.106715606416622366e-01,3.572162625796335145e-01
8.116986618644737028e-01,3.574757831640270611e-01
8.111212209693503539e-01,3.567360584074246166e-01
8.096516062633760669e-01,3.594498873158928909e-01
8.123000673165752250e-01,3.527788159230764164e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.099707655656246397e-01,3.600729025621008939e-01
8.105747377331595782e-01,3.575927897003194356e-01
8.097317332274057700e-01,3.614900595339879952e-01
8.102058959702940211e-01,3.602874840176558680e-01
8.119677859945017007e-01,3.566222477656437739e-01
8.107325897577811746e-01,3.588052750372014987e-01
8.118208981062996488e-01,3.574292206518689397e-01
8.089695024038481286e-01,3.609825711557045902e-01
8.099616259472730562e-01,3.600190620237756489e-01
8.115859360460944139e-01,3.533728299586580412e-01
8.133208927289735657e-01,3.500302370588146417e-01
8.107900826934274496e-01,3.588266615771704138e-01
8.119707566524119180e-01,3.528360630435735668e-01
8.094118087371157122e-01,3.607615772272499410e-01
8.106715606416622366e-01,3.572162625796335145e-01
8.122018459727211592e-01,3.550467977159259547e-01
8.114564121525490448e-01,3.557870772151467964e-01
8.096516062633760669e-01,3.594498873158928909e-01
8.119467510032759572e-01,3.542287237974020564e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.107091466051423723e-01,3.594020678930515134e-01
8.109039800070410031e-01,3.554912468705928585e-01
8.097317332274057700e-01,3.614900595339879952e-01
8.102058959702940211e-01,3.602874840176558680e-01
8.110317965177360477e-01,3.579834321516419116e-01
8.107521771246338771e-01,3.583066390054913120e-01
8.117544186665369699e-01,3.575468773056995064e-01
8.086912110894461936e-01,3.613872827484372885e-01
8.101681756554619529e-01,3.597401215035989086e-01
8.116528285263793219e-01,3.550300476534982708e-01
8.135252513746497049e-01,3.494674600057974256e-01
8.107900826934274496e-01,3.588266615771704138e-01
8.119707566524119180e-01,3.528360630435735668e-01
8.096763450288223529e-01,3.604043271906301471e-01
8.106715606416622366e-01,3.572162625796335145e-01
8.119196182103168846e-01,3.557878318934361572e-01
8.120727507408814771e-01,3.528054620998947732e-01
8.096360174686577649e-01,3.590529694208630662e-01
8.121508238220613851e-01,3.535597263437222360e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.107091466051423723e-01,3.594020678930515134e-01
8.109039800070410031e-01,3.554912468705928585e-01
8.090267493856259096e-01,3.628644105340777526e-01
8.099296318045985377e-01,3.613604421779194054e-01
8.111028516147056333e-01,3.579405059183919935e-01
8.110422618829726815e-01,3.576807679775113602e-01
8.117544186665369699e-01,3.575468773056995064e-01
8.086912110894461936e-01,3.613872827484372885e-01
8.102631877356727408e-01,3.596118099251926492e-01
8.116528285263793219e-01,3.550300476534982708e-01
8.153815686881600300e-01,3.437871236090914162e-01
8.107900826934274496e-01,3.588266615771704138e-01
8.117371334973964014e-01,3.536066840297331093e-01
8.096763450288223529e-01,3.604043271906301471e-01
8.106518122872724552e-01,3.572828435512655498e-01
8.126754296067211225e-01,3.541571345126584558e-01
8.130264061993739411e-01,3.493331517437651690e-01
8.110975216122888742e-01,3.566988026676059520e-01
8.121508238220613851e-01,3.535597263437222360e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.105885354460956593e-01,3.594587933700612026e-01
8.108030245106719880e-01,3.567610282388966603e-01
8.086835121812293581e-01,3.636548421555497179e-01
8.099296318045985377e-01,3.613604421779194054e-01
8.112315407736313544e-01,3.572594874642575635e-01
8.110422618829726815e-01,3.576807679775113602e-01
8.111959801087261779e-01,3.574131517697218818e-01
8.086912110894461936e-01,3.613872827484372885e-01
8.105065299734863782e-01,3.590086528694884094e-01
8.122652038766478011e-01,3.524818259656268271e-01
8.145253435093074978e-01,3.463770986368683857e-01
8.113200283336285956e-01,3.576254854639837055e-01
8.129802641886326731e-01,3.504311924157086366e-01
8.100424123645615371e-01,3.596640839744288942e-01
8.104972671547669982e-01,3.572458356649225175e-01
8.126754296067211225e-01,3.541571345126584558e-01
8.130264061993739411e-01,3.493331517437651690e-01
8.110975216122888742e-01,3.566988026676059520e-01
8.119359873217482093e-01,3.541769603891989915e-01
8.101564139983644663e-01,3.602629366258621735e-01
8.103830107853755571e-01,3.605732561794439128e-01
8.108030245106719880e-01,3.567610282388966603e-01
8.099187024062134421e-01,3.607160349634619956e-01
8.099296318045985377e-01,3.613604421779194054e-01
8.120984341123569372e-01,3.554109785939178479e-01
8.133369934873880824e-01,3.518688343020839326e-01
8.111963620766884375e-01,3.574115012144866155e-01
8.093124847887425144e-01,3.599626469359504810e-01
8.103517610859982678e-01,3.594031007733525240e-01
8.122652038766478011e-01,3.524818259656268271e-01
8.133443244175312392e-01,3.501307503561826850e-01
8.113200283336285956e-01,3.576254854639837055e-01
8.129103133581498941e-01,3.506231741008353775e-01
8.098491769526285911e-01,3.602071531931426707e-01
8.104972671547669982e-01,3.572458356649225175e-01
8.126754296067211225e-01,3.541571345126584558e-01
8.124067077817095361e-01,3.512719449927467763e-01
8.109476925990470875e-01,3.569743400315686377e-01
8.122712803042969609e-01,3.522997797976008538e-01
8.102641958917489173e-01,3.600958508089262544e-01
8.102926546802972085e-01,3.604495153861115853e-01
8.109837439970115636e-01,3.565866653021257937e-01
8.100478072105391503e-01,3.604313012119606530e-01
8.099296318045985377e-01,3.613604421779194054e-01
8.117870702733096522e-01,3.558115948791314431e-01
8.133369934873880824e-01,3.518688343020839326e-01
8.112122075799159671e-01,3.575257567189853436e-01
8.093124847887425144e-01,3.599626469359504810e-01
8.103415882299284112e-01,3.591898134611473115e-01
8.119416736939802925e-01,3.537886567500840851e-01
8.133443244175312392e-01,3.501307503561826850e-01
8.113200283336285956e-01,3.576254854639837055e-01
8.129830313890847870e-01,3.505294949519245362e-01
8.104453471171335632e-01,3.590343486023295783e-01
8.102933170457505829e-01,3.581777445731579301e-01
8.126754296067211225e-01,3.541571345126584558e-01
8.124067077817095361e-01,3.512719449927467763e-01
8.109476925990470875e-01,3.569743400315686377e-01
8.119652452537170495e-01,3.537682838934990692e-01
8.105997881136199901e-01,3.591860481168006602e-01
8.102926546802972085e-01,3.604495153861115853e-01
8.109138542048948128e-01,3.562993858019597448e-01
8.100478072105391503e-01,3.604313012119606530e-01
8.100595700373672825e-01,3.606922753883427535e-01
8.132129647266624906e-01,3.515519272136212736e-01
8.133369934873880824e-01,3.518688343020839326e-01
8.111072597960177211e-01,3.570943725927959722e-01
8.093124847887425144e-01,3.599626469359504810e-01
8.103415882299284112e-01,3.591898134611473115e-01
8.119416736939802925e-01,3.537886567500840851e-01
8.133443244175312392e-01,3.501307503561826850e-01
8.113200283336285956e-01,3.576254854639837055e-01
8.129830313890847870e-01,3.505294949519245362e-01
8.113189347707244758e-01,3.568695939875485279e-01
8.107987579635790309e-01,3.573246443156364860e-01
8.125760412773903596e-01,3.541072236518641447e-01
8.124274445269906719e-01,3.511145622448245684e-01
8.113312983015233959e-01,3.558139818571043334e-01
8.118331490903777370e-01,3.542959474237024620e-01
