# sigma8,om0
8.102172844512431915e-01,3.434260612087357556e-01
8.097745780342298083e-01,3.435295486134403165e-01
8.100709033362715195e-01,3.437843810860243821e-01
8.097949474257012392e-01,3.432388895847483523e-01
8.100435981543651076e-01,3.431512596359624356e-01
8.099861581096106100e-01,3.432250727153307035e-01
8.100482706896462437e-01,3.441628938918968039e-01
8.097025540309124025e-01,3.439729409573161756e-01
8.102548235659422504e-01,3.439181240902952630e-01
8.099636491286366091e-01,3.437703515171680047e-01
8.094697894457602017e-01,3.435781114154662363e-01
8.102382604127041921e-01,3.436573786468251068e-01
8.096718479792375245e-01,3.430376046822303238e-01
8.100411272449190569e-01,3.434668857192220703e-01
8.105691848809645217e-01,3.436294197219437740e-01
8.104771436670347162e-01,3.432099848427748179e-01
8.102953382596679299e-01,3.433922917812023412e-01
8.098401415015856752e-01,3.431296365638678569e-01
8.101111192146402962e-01,3.433870002773097840e-01
8.093446637198195015e-01,3.442792683267214549e-01
8.103707914387102695e-01,3.432176873611249568e-01
8.098115940752408370e-01,3.435766926265848564e-01
8.100709033362715195e-01,3.437843810860243821e-01
8.097949474257012392e-01,3.432388895847483523e-01
8.098587284214290305e-01,3.429830717367587933e-01
8.100580150726861550e-01,3.432228645674845202e-01
8.100577004077595955e-01,3.440051894430646851e-01
8.099947152258727412e-01,3.436851677161937846e-01
8.102548235659422504e-01,3.439181240902952630e-01
8.100535682381099223e-01,3.438053534809837330e-01
8.096093648756848005e-01,3.435925085213710206e-01
8.103627953025210884e-01,3.436702243317605321e-01
8.096718479792375245e-01,3.430376046822303238e-01
8.100411272449190569e-01,3.434668857192220703e-01
8.105691848809645217e-01,3.436294197219437740e-01
8.108645644160616950e-01,3.429965218551486728e-01
8.103729510235222477e-01,3.433313132819649782e-01
8.098401415015856752e-01,3.431296365638678569e-01
8.101111192146402962e-01,3.433870002773097840e-01
8.093446637198195015e-01,3.442792683267214549e-01
8.103707914387102695e-01,3.432176873611249568e-01
8.098032438463788063e-01,3.435806873120083038e-01
8.100668428823267764e-01,3.437410854331690024e-01
8.100044231785428206e-01,3.432311768159166943e-01
8.097973199806072220e-01,3.428847931047886988e-01
8.100580150726861550e-01,3.432228645674845202e-01
8.100577004077595955e-01,3.440051894430646851e-01
8.099744082807374124e-01,3.436444388186689625e-01
8.102548235659422504e-01,3.439181240902952630e-01
8.100270255049648593e-01,3.437815313750810509e-01
8.095698967529594281e-01,3.435884374127020635e-01
8.103627953025210884e-01,3.436702243317605321e-01
8.099252737293437532e-01,3.434203759278210977e-01
8.100443978846784132e-01,3.434196265162033912e-01
8.103163265552344452e-01,3.434511161400611856e-01
8.108645644160616950e-01,3.429965218551486728e-01
8.103729510235222477e-01,3.433313132819649782e-01
8.098101346541102252e-01,3.430792858086447183e-01
8.101111192146402962e-01,3.433870002773097840e-01
8.093446637198195015e-01,3.442792683267214549e-01
8.104939259616104064e-01,3.432494129527271509e-01
8.098039085038534202e-01,3.435323242942021627e-01
8.101629382998035700e-01,3.436293958786908465e-01
8.100349961877140181e-01,3.432527354378383522e-01
8.097208263526111116e-01,3.425566626941197734e-01
8.100601490167221863e-01,3.431920300819255587e-01
8.101811536315293161e-01,3.438696495715332091e-01
8.096550909254707218e-01,3.438249827996449071e-01
8.102548235659422504e-01,3.439181240902952630e-01
8.100270255049648593e-01,3.437815313750810509e-01
8.095698967529594281e-01,3.435884374127020635e-01
8.102915761983262577e-01,3.435795188243526699e-01
8.098864667541775253e-01,3.432826353293162436e-01
8.099950768229605691e-01,3.435472457207436880e-01
8.103163265552344452e-01,3.434511161400611856e-01
8.108645644160616950e-01,3.429965218551486728e-01
8.103729510235222477e-01,3.433313132819649782e-01
8.098101346541102252e-01,3.430792858086447183e-01
8.101111192146402962e-01,3.433870002773097840e-01
8.094911876553610997e-01,3.440614332664460040e-01
8.105162502115488277e-01,3.432342993808680798e-01
8.099688769665892574e-01,3.436539089154317939e-01
8.101642004656339768e-01,3.435880478766789592e-01
8.099594337100646246e-01,3.431994523972980993e-01
8.097208263526111116e-01,3.425566626941197734e-01
8.102084945015384232e-01,3.429950233348847410e-01
8.101579366070050803e-01,3.437932491528841727e-01
8.097408465095747854e-01,3.437356919096810071e-01
8.102354013296811930e-01,3.440970628777445528e-01
8.100222732521870084e-01,3.437743353125720658e-01
8.095023580034550470e-01,3.435773544986339134e-01
8.102915761983262577e-01,3.435795188243526699e-01
8.098822359818210748e-01,3.432829600415520654e-01
8.100602361183267819e-01,3.435629658157471900e-01
8.108659231072296025e-01,3.430858724735592613e-01
8.113761136360332360e-01,3.425241319210100555e-01
8.103426532791824233e-01,3.432665589497372882e-01
8.099696494375278055e-01,3.431964596208930685e-01
8.104907455787121462e-01,3.429556236157061400e-01
8.094911876553610997e-01,3.440614332664460040e-01
8.105162502115488277e-01,3.432342993808680798e-01
8.099688769665892574e-01,3.436539089154317939e-01
8.101690547104950513e-01,3.435877228374619174e-01
8.099563173326996823e-01,3.430494768033104935e-01
8.097562237174900091e-01,3.423146816230059342e-01
8.102156127592267110e-01,3.429950395935991714e-01
8.101070179463774057e-01,3.435935480836003753e-01
8.096861293850661223e-01,3.438699243080088341e-01
8.100375502879789691e-01,3.440152462055596216e-01
8.101825805709709227e-01,3.435984122433805021e-01
8.095023580034550470e-01,3.435773544986339134e-01
8.105160707646692497e-01,3.431944461782037159e-01
8.102926568117720940e-01,3.432007297864849149e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.108659231072296025e-01,3.430858724735592613e-01
8.113761136360332360e-01,3.425241319210100555e-01
8.103426532791824233e-01,3.432665589497372882e-01
8.100212390667062001e-01,3.433455887532805284e-01
8.104710100037713083e-01,3.429487720963593222e-01
8.093737033225740785e-01,3.442200980925523290e-01
8.104903298028302006e-01,3.432606847470893729e-01
8.099204585141994706e-01,3.435447091890626026e-01
8.101936394449479328e-01,3.435626971046876754e-01
8.098760225915478950e-01,3.432241695529309466e-01
8.098386626056298665e-01,3.419046485141757352e-01
8.101624176419400802e-01,3.428411638601506772e-01
8.101070179463774057e-01,3.435935480836003753e-01
8.096320668608283366e-01,3.437838550720271336e-01
8.100375502879789691e-01,3.440152462055596216e-01
8.102493331460468573e-01,3.434226987940341980e-01
8.096609193231379953e-01,3.432756034493195663e-01
8.104993293389018971e-01,3.431777223057917436e-01
8.106815619131890749e-01,3.429582143248599002e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.108659231072296025e-01,3.430858724735592613e-01
8.114322360017760527e-01,3.424901050805730929e-01
8.105606165370269345e-01,3.431078850078038700e-01
8.100179156518074741e-01,3.433257893372325120e-01
8.106331786769644943e-01,3.430050715355779656e-01
8.090229632880472366e-01,3.444896694232276735e-01
8.103916946380816944e-01,3.432785374139479817e-01
8.103071155203258602e-01,3.431376034079910431e-01
8.105917452346252938e-01,3.434059154708955508e-01
8.098715634110987827e-01,3.430666753174915762e-01
8.099379457197056764e-01,3.424716557818709983e-01
8.101624176419400802e-01,3.428411638601506772e-01
8.100972074682413204e-01,3.436040520558014677e-01
8.096320668608283366e-01,3.437838550720271336e-01
8.101001139476976531e-01,3.438154899338636272e-01
8.102840109102665833e-01,3.434313677570721701e-01
8.097547874319616090e-01,3.431858613205639452e-01
8.107650919429107983e-01,3.430959824614572828e-01
8.110566067306911320e-01,3.427243419310157524e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.107134811234436578e-01,3.430968635059047922e-01
8.111822322265470619e-01,3.426950467983138071e-01
8.107076723719581768e-01,3.429205752844797783e-01
8.100383951962784046e-01,3.433190490705941844e-01
8.109912930304310485e-01,3.426748947056005301e-01
8.090229632880472366e-01,3.444896694232276735e-01
8.103916946380816944e-01,3.432785374139479817e-01
8.104660284158395900e-01,3.427844740044454497e-01
8.103737107531047146e-01,3.433754704388989887e-01
8.098770959704556516e-01,3.430689288634494183e-01
8.099379457197056764e-01,3.424716557818709983e-01
8.101379618782080794e-01,3.427224575595844147e-01
8.099979988708280176e-01,3.438245091352467586e-01
8.100294576809833336e-01,3.435314040443879224e-01
8.101106967129428904e-01,3.438145552228115132e-01
8.102840109102665833e-01,3.434313677570721701e-01
8.097547874319616090e-01,3.431858613205639452e-01
8.107650919429107983e-01,3.430959824614572828e-01
8.110932620101846124e-01,3.427520926458054173e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.107320832200620719e-01,3.430842009791922886e-01
8.111822322265470619e-01,3.426950467983138071e-01
8.108516760424551162e-01,3.427574376484511243e-01
8.100347167603796361e-01,3.434064485471922112e-01
8.109912930304310485e-01,3.426748947056005301e-01
8.091767277070001096e-01,3.442092489338597905e-01
8.102217941120467559e-01,3.429315581047003847e-01
8.102984371823046539e-01,3.426099087972520052e-01
8.104883846175878759e-01,3.433186632803492122e-01
8.098497924821452809e-01,3.429817793091713418e-01
8.099052952201174493e-01,3.422851883172600695e-01
8.101594548876318580e-01,3.418615617924345429e-01
8.098876595389297162e-01,3.439297452519796683e-01
8.100294576809833336e-01,3.435314040443879224e-01
8.100422876593962318e-01,3.438949606419626215e-01
8.103462478532521551e-01,3.434602394355179000e-01
8.097547874319616090e-01,3.431858613205639452e-01
8.107883716695690746e-01,3.431042914677771005e-01
8.111908169680362990e-01,3.426902026240777888e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.107318124770200862e-01,3.430841043455126749e-01
8.110461552395364926e-01,3.425841545014245981e-01
8.108516760424551162e-01,3.427574376484511243e-01
8.100658978937426147e-01,3.430202689484450063e-01
8.110657095892435109e-01,3.425573869448498288e-01
8.091445632093833273e-01,3.442679073947923496e-01
8.103349983063735662e-01,3.428838514095353118e-01
8.104022525316025849e-01,3.427146667005259162e-01
8.104465063501681277e-01,3.431624021034933025e-01
8.100751152188163662e-01,3.425708577675474209e-01
8.101407071847294139e-01,3.426667522011782041e-01
8.101594548876318580e-01,3.418615617924345429e-01
8.100317322767554007e-01,3.434668367792779731e-01
8.105656725096881399e-01,3.431051606937540188e-01
8.101610617900141254e-01,3.437157277081889228e-01
8.103462478532521551e-01,3.434602394355179000e-01
8.099386198042877183e-01,3.430977295159469143e-01
8.107883716695690746e-01,3.431042914677771005e-01
8.109555718475602859e-01,3.426849492709065914e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.107318124770200862e-01,3.430841043455126749e-01
8.110461552395364926e-01,3.425841545014245981e-01
8.107985761076862419e-01,3.428070685566479980e-01
8.100045082400629815e-01,3.430098412983033085e-01
8.107089771205108208e-01,3.425911374483116556e-01
8.094188592464526266e-01,3.438025561290242171e-01
8.102655921540703465e-01,3.424796597322223302e-01
8.106552795139623235e-01,3.427610206553034500e-01
8.104540584486654708e-01,3.431478826500509172e-01
8.100988938445798926e-01,3.426488575033138084e-01
8.101222776029912698e-01,3.434582797035048984e-01
8.101594548876318580e-01,3.418615617924345429e-01
8.100317322767554007e-01,3.434668367792779731e-01
8.109031345007166047e-01,3.428058041140359391e-01
8.103889590733887038e-01,3.434243658639676289e-01
8.103462478532521551e-01,3.434602394355179000e-01
8.099642491082990059e-01,3.431993266705919421e-01
8.107722139614624846e-01,3.431172998223411819e-01
8.111107557025840631e-01,3.425003823525934465e-01
8.101183538534413309e-01,3.435019691834154121e-01
8.107318124770200862e-01,3.430841043455126749e-01
8.110461552395364926e-01,3.425841545014245981e-01
8.108276181518269121e-01,3.428067173462182038e-01
8.100045082400629815e-01,3.430098412983033085e-01
8.107089771205108208e-01,3.425911374483116556e-01
8.097162058653862848e-01,3.435233481155038349e-01
8.102655921540703465e-01,3.424796597322223302e-01
8.108662649431606084e-01,3.424850150791149406e-01
8.108021560635658709e-01,3.429707488485796985e-01
8.100703855322920477e-01,3.431948870652603012e-01
8.101222776029912698e-01,3.434582797035048984e-01
8.101412599322408425e-01,3.418374051783454326e-01
8.100317322767554007e-01,3.434668367792779731e-01
8.109031345007166047e-01,3.428058041140359391e-01
8.104103863695708565e-01,3.433333621071913977e-01
8.104266757762157436e-01,3.433094073360906107e-01
8.103250501169838582e-01,3.431626971446017360e-01
8.108972097412008306e-01,3.428740326682622186e-01
8.111107557025840631e-01,3.425003823525934465e-01
8.102487212737031763e-01,3.434267006145020895e-01
8.106069254367291865e-01,3.431381172416203551e-01
8.112754825177996842e-01,3.421378370781280598e-01
8.108193339865877869e-01,3.428600854775376017e-01
8.104157407163250504e-01,3.429164690920706859e-01
8.107089771205108208e-01,3.425911374483116556e-01
8.097162058653862848e-01,3.435233481155038349e-01
8.102632878098489089e-01,3.424687494868093318e-01
8.110894411033284790e-01,3.422712857296927313e-01
8.107826020987067839e-01,3.430967191225054447e-01
8.104087541088784707e-01,3.431574803660491502e-01
8.101222776029912698e-01,3.434582797035048984e-01
8.103395522974480292e-01,3.418899286889421352e-01
8.101456297308853305e-01,3.433487371435290370e-01
8.109230836941333509e-01,3.427916133053240388e-01
8.104103863695708565e-01,3.433333621071913977e-01
8.104275191686061142e-01,3.433091533689308639e-01
8.105501332129303460e-01,3.430293684043307367e-01
8.108972097412008306e-01,3.428740326682622186e-01
8.114633034080411811e-01,3.421136412041453911e-01
8.102859100623313049e-01,3.434052293995771277e-01
8.105698765548695617e-01,3.431734376200037961e-01
8.114295120938600503e-01,3.418381777914817343e-01
8.107599979683881575e-01,3.429333241896740381e-01
8.103578880310989829e-01,3.424687333835813585e-01
8.106630504193711451e-01,3.425785258033909875e-01
8.097780926268431934e-01,3.434040502764372227e-01
8.102632878098489089e-01,3.424687494868093318e-01
8.109544379842089645e-01,3.424610540001903347e-01
8.107826020987067839e-01,3.430967191225054447e-01
8.104731510693879981e-01,3.431234599620776593e-01
8.101222776029912698e-01,3.434582797035048984e-01
8.101972812175899374e-01,3.412257590055794432e-01
8.101456297308853305e-01,3.433487371435290370e-01
8.111016901253303990e-01,3.426050866695363184e-01
8.104537750090773374e-01,3.432924238930425975e-01
8.104132778862614961e-01,3.431802857898341164e-01
8.104418139372507879e-01,3.431848188319676640e-01
8.111622449638051791e-01,3.423582768642876029e-01
8.117072834297560657e-01,3.418242284205060821e-01
8.102381705601150452e-01,3.434770701405420179e-01
8.103914269713888840e-01,3.433988101376885260e-01
8.117699134711687803e-01,3.413918728570937700e-01
8.107599979683881575e-01,3.429333241896740381e-01
8.109229626734860696e-01,3.421988396134610921e-01
8.106630504193711451e-01,3.425785258033909875e-01
8.097780926268431934e-01,3.434040502764372227e-01
8.101673585071554884e-01,3.419778605420742412e-01
8.109544379842089645e-01,3.424610540001903347e-01
8.107205681774741768e-01,3.431820864650984571e-01
8.105119619801538500e-01,3.430977342438569777e-01
8.104847182518838400e-01,3.430846239116250862e-01
8.101972812175899374e-01,3.412257590055794432e-01
8.101456297308853305e-01,3.433487371435290370e-01
8.111016901253303990e-01,3.426050866695363184e-01
8.104537750090773374e-01,3.432924238930425975e-01
8.104132778862614961e-01,3.431802857898341164e-01
8.104450615340919040e-01,3.431556943783377611e-01
8.111622449638051791e-01,3.423582768642876029e-01
8.117072834297560657e-01,3.418242284205060821e-01
8.102381705601150452e-01,3.434770701405420179e-01
8.103914269713888840e-01,3.433988101376885260e-01
8.126027678167391244e-01,3.403236969482084651e-01
8.104534715711750881e-01,3.430802731524148497e-01
8.109229626734860696e-01,3.421988396134610921e-01
8.107086129817585585e-01,3.425296787948924893e-01
8.096869552411173343e-01,3.434477416009726891e-01
8.101561174492287742e-01,3.422604023578295629e-01
8.108568383381044020e-01,3.424883000313513892e-01
8.107564664147954847e-01,3.431601348766039616e-01
8.105119619801538500e-01,3.430977342438569777e-01
8.103487847189657645e-01,3.427436650740038893e-01
8.101828843549419013e-01,3.415876213623330049e-01
8.101456297308853305e-01,3.433487371435290370e-01
8.111961770510814906e-01,3.424335379738338569e-01
8.104537750090773374e-01,3.432924238930425975e-01
8.104175290073476479e-01,3.431377716219644602e-01
8.104500029645916870e-01,3.431332957687905361e-01
8.113020859583622846e-01,3.424514549415088593e-01
8.121322996624414925e-01,3.413984552900425906e-01
8.102050889796627020e-01,3.429865428137560679e-01
8.102544369221387210e-01,3.436888502610300211e-01
8.128132579964850724e-01,3.400329152080337480e-01
8.104860183231757942e-01,3.430297687613118596e-01
8.109229626734860696e-01,3.421988396134610921e-01
8.107844682887963561e-01,3.425666493143063041e-01
8.096869552411173343e-01,3.434477416009726891e-01
8.101509466053348207e-01,3.423903705185054602e-01
8.109207100339086427e-01,3.420607777775976355e-01
8.107564664147954847e-01,3.431601348766039616e-01
8.105413690165659268e-01,3.430852663462480856e-01
8.103318922982409855e-01,3.426259535977894122e-01
8.101828843549419013e-01,3.415876213623330049e-01
8.101425416851497641e-01,3.433579345067917510e-01
8.111961770510814906e-01,3.424335379738338569e-01
8.104537750090773374e-01,3.432924238930425975e-01
8.107919426408578545e-01,3.427991402195502135e-01
8.104465378239860129e-01,3.429871147449606861e-01
8.117883618368156862e-01,3.421200363808739042e-01
8.115964356959223247e-01,3.416667222840891194e-01
8.106503783133589547e-01,3.425641448611925766e-01
8.099361193238646672e-01,3.440648203546458617e-01
8.131923873694645311e-01,3.394261415055390141e-01
8.105877318850704949e-01,3.428030344529182094e-01
8.109236723650384837e-01,3.422423358387796100e-01
8.107844682887963561e-01,3.425666493143063041e-01
8.096869552411173343e-01,3.434477416009726891e-01
8.103923059370932158e-01,3.423441321850126395e-01
8.109207100339086427e-01,3.420607777775976355e-01
8.106743278758220539e-01,3.431142803757685766e-01
8.105413690165659268e-01,3.430852663462480856e-01
8.105951101161122940e-01,3.422905576974274999e-01
8.102781787622403975e-01,3.418737094855664460e-01
8.100525670270261047e-01,3.434688437825060836e-01
8.108518286008540299e-01,3.428793346604323000e-01
8.104537750090773374e-01,3.432924238930425975e-01
8.107919426408578545e-01,3.427991402195502135e-01
8.103513261004451351e-01,3.430126036288700941e-01
8.124817309504945850e-01,3.415012239373952374e-01
8.119212837432285834e-01,3.412094607170024219e-01
8.108271611248365485e-01,3.424951537518017286e-01
8.102194606426609269e-01,3.436980040643087264e-01
8.134877998531513388e-01,3.389704961440103692e-01
8.105877318850704949e-01,3.428030344529182094e-01
8.118844225340552390e-01,3.404693148124176560e-01
8.107823550829991177e-01,3.425691883992740272e-01
8.098127237546753898e-01,3.434550006394024302e-01
8.103535770256606874e-01,3.424902135863347463e-01
8.109207100339086427e-01,3.420607777775976355e-01
8.109754761029850378e-01,3.428455140482475350e-01
8.104090066876439291e-01,3.431730639176965858e-01
8.105798256275943414e-01,3.423237522961617429e-01
8.101840867287047887e-01,3.417042237290138229e-01
8.100525670270261047e-01,3.434688437825060836e-01
8.108518286008540299e-01,3.428793346604323000e-01
8.103554696382588851e-01,3.433356509060366824e-01
8.106619026853754129e-01,3.428204515504647554e-01
8.103199280747810374e-01,3.429252581888992957e-01
8.124817309504945850e-01,3.415012239373952374e-01
8.119212837432285834e-01,3.412094607170024219e-01
8.108271611248365485e-01,3.424951537518017286e-01
8.102369236072500813e-01,3.436496410863710826e-01
8.147376582546451695e-01,3.370652551903423610e-01
8.106512577625996085e-01,3.428018230348856554e-01
8.118844225340552390e-01,3.404693148124176560e-01
8.107808180639258788e-01,3.425323239194023595e-01
8.098127237546753898e-01,3.434550006394024302e-01
8.103083869172904574e-01,3.425638963904490408e-01
8.110848204122695915e-01,3.419211479196291315e-01
8.109638160485435066e-01,3.428179698299783085e-01
8.104090066876439291e-01,3.431730639176965858e-01
8.106122214677838889e-01,3.421776393898353641e-01
8.104450885075070721e-01,3.420664229465861239e-01
8.100939554902472084e-01,3.429135284095921055e-01
8.108518286008540299e-01,3.428793346604323000e-01
8.103554696382588851e-01,3.433356509060366824e-01
8.113630831545365352e-01,3.419235067366790948e-01
8.104998813965256232e-01,3.424942223831137778e-01
8.118796148142300995e-01,3.418662290720914099e-01
8.126076506803797672e-01,3.403314652626106551e-01
8.108413380315099284e-01,3.424837829448944548e-01
8.102369236072500813e-01,3.436496410863710826e-01
8.147376582546451695e-01,3.370652551903423610e-01
8.106512577625996085e-01,3.428018230348856554e-01
8.118844225340552390e-01,3.404693148124176560e-01
8.107808180639258788e-01,3.425323239194023595e-01
8.096708798313434485e-01,3.433899167774690508e-01
8.108606929277385467e-01,3.423186577118508267e-01
8.110848204122695915e-01,3.419211479196291315e-01
8.106815564457117151e-01,3.427085534724927385e-01
8.104090066876439291e-01,3.431730639176965858e-01
8.105824404510513226e-01,3.417014460506569429e-01
8.108799219117296397e-01,3.415839248230910785e-01
8.102547623668402421e-01,3.429062731185355539e-01
8.108833876881230696e-01,3.427495468417562363e-01
8.103609117860623989e-01,3.433984905114336739e-01
8.110612364868889923e-01,3.420967584319669630e-01
8.106663466630565917e-01,3.423234143429434995e-01
