# sigma8,om0,ode0
8.100424452653322005e-01,3.317245376785573630e-01,7.124174714625171045e-01
8.099504177132708094e-01,3.319055997060457730e-01,7.118350706240590409e-01
8.098864524850665214e-01,3.319839707846944377e-01,7.125835922342924622e-01
8.099800411271155243e-01,3.323728162343457804e-01,7.124384806288932559e-01
8.102799950195165302e-01,3.326531634606616494e-01,7.128259930834434099e-01
8.101337046625464167e-01,3.318514177389979558e-01,7.129984922549191806e-01
8.101589598009606430e-01,3.313538266791038467e-01,7.125431723844742882e-01
8.100700274203835871e-01,3.319613763749439395e-01,7.126423845766443055e-01
8.102428390890418219e-01,3.320650132204384097e-01,7.125441735378593711e-01
8.101167408568309414e-01,3.320150051094409305e-01,7.125675964990284550e-01
8.099381366441190666e-01,3.310328924341292001e-01,7.125304239157395081e-01
8.099894387935790974e-01,3.321234099863469846e-01,7.124837553929396217e-01
8.098746417087123728e-01,3.321085400884692951e-01,7.125541482606539967e-01
8.100420188590067294e-01,3.322662116687328804e-01,7.123882957223270918e-01
8.100395207951048837e-01,3.319906928413151603e-01,7.125332471523302402e-01
8.100094152371899447e-01,3.319040885721982748e-01,7.125558305415111704e-01
8.099299114806793876e-01,3.321759695276760294e-01,7.124788302141744634e-01
8.097467568029124152e-01,3.319657435992450778e-01,7.124839276842741542e-01
8.108234963298424081e-01,3.323452630858153567e-01,7.125742153710123983e-01
8.104401609419774610e-01,3.314433848039886055e-01,7.124059093237349316e-01
8.100445898760104679e-01,3.315293573006563022e-01,7.123325693225197597e-01
8.099504177132708094e-01,3.319055997060457730e-01,7.118350706240590409e-01
8.098864524850665214e-01,3.319839707846944377e-01,7.125835922342924622e-01
8.099701880606395843e-01,3.323341256824612344e-01,7.124464114078696841e-01
8.103269804026881351e-01,3.322982695302720280e-01,7.127027596508205276e-01
