# sigma8,om0
8.114181736441408166e-01,3.375808782287899601e-01
8.105299798603650130e-01,3.402893787556953709e-01
8.128824914614068975e-01,3.369495687857758659e-01
8.170826656913754427e-01,3.245923354886450785e-01
8.212932160667661963e-01,3.279191014479416744e-01
8.099706113493071458e-01,3.404080361422691658e-01
8.127467583106224858e-01,3.362223289251815017e-01
8.103680410126129496e-01,3.409051162888576680e-01
8.166780667256517967e-01,3.350094324170532767e-01
8.204444954159351155e-01,3.287634039845838130e-01
8.139677739016956126e-01,3.285383098807104219e-01
8.106450683562076431e-01,3.409767241792366899e-01
8.128058184899259464e-01,3.318665540710246664e-01
8.142621945743423462e-01,3.326309043170322388e-01
8.145266311550058980e-01,3.295168971210066799e-01
8.103982735451181751e-01,3.394021763890689991e-01
8.107621156747073510e-01,3.386942125715967089e-01
8.123788004154450793e-01,3.350920826587653334e-01
8.108029425300025128e-01,3.366557377264804973e-01
8.104644010724497694e-01,3.389737194895653949e-01
8.114181736441408166e-01,3.375808782287899601e-01
8.105299798603650130e-01,3.402893787556953709e-01
8.129047497403389944e-01,3.369399726028233788e-01
8.170826656913754427e-01,3.245923354886450785e-01
8.212932160667661963e-01,3.279191014479416744e-01
8.133904492714144618e-01,3.328030418243781430e-01
8.127467583106224858e-01,3.362223289251815017e-01
8.103680410126129496e-01,3.409051162888576680e-01
8.150780767670112725e-01,3.360059942878831918e-01
8.204444954159351155e-01,3.287634039845838130e-01
8.139677739016956126e-01,3.285383098807104219e-01
8.107145701736219179e-01,3.409946894763007386e-01
8.127059004830339273e-01,3.326212958651557638e-01
8.148555557750438716e-01,3.318555128626771156e-01
8.145266311550058980e-01,3.295168971210066799e-01
8.103982735451181751e-01,3.394021763890689991e-01
8.120406934298852741e-01,3.365581585173436086e-01
8.123788004154450793e-01,3.350920826587653334e-01
8.113181005147391822e-01,3.365408739585913911e-01
8.105449882846600396e-01,3.373584664065933936e-01
8.118344249287371417e-01,3.368375527799782887e-01
8.110421555577195241e-01,3.384844389702462708e-01
8.129047497403389944e-01,3.369399726028233788e-01
8.170826656913754427e-01,3.245923354886450785e-01
8.212932160667661963e-01,3.279191014479416744e-01
8.140600375700398628e-01,3.312879756541973197e-01
8.130039243666576931e-01,3.361649891128432044e-01
8.103680410126129496e-01,3.409051162888576680e-01
8.150780767670112725e-01,3.360059942878831918e-01
8.204444954159351155e-01,3.287634039845838130e-01
8.149315924080420270e-01,3.273173354772841992e-01
8.107145701736219179e-01,3.409946894763007386e-01
8.137492505556995770e-01,3.289444637428343143e-01
8.148555557750438716e-01,3.318555128626771156e-01
8.145070741307927076e-01,3.295502424160254296e-01
8.112604880510262406e-01,3.385551913568350391e-01
8.122042969350122821e-01,3.358772967854469216e-01
8.123788004154450793e-01,3.350920826587653334e-01
8.113181005147391822e-01,3.365408739585913911e-01
8.105449882846600396e-01,3.373584664065933936e-01
8.118645780495168385e-01,3.368404381445470608e-01
8.110421555577195241e-01,3.384844389702462708e-01
8.129047497403389944e-01,3.369399726028233788e-01
8.170826656913754427e-01,3.245923354886450785e-01
8.212932160667661963e-01,3.279191014479416744e-01
8.140600375700398628e-01,3.312879756541973197e-01
8.143424290865036719e-01,3.355153280653646042e-01
8.103680410126129496e-01,3.409051162888576680e-01
8.150780767670112725e-01,3.360059942878831918e-01
8.192326723824177037e-01,3.289305395861387704e-01
8.149315924080420270e-01,3.273173354772841992e-01
8.107145701736219179e-01,3.409946894763007386e-01
8.138459301734528584e-01,3.296734833779427776e-01
8.174906741616067007e-01,3.303976204033807207e-01
8.145787403184140407e-01,3.292716595724367035e-01
8.113806383661955612e-01,3.385941270251767721e-01
8.123262187861042261e-01,3.360622677096546940e-01
8.128215256831889945e-01,3.352419790450544279e-01
8.120355888138409695e-01,3.359294338704318927e-01
8.105449882846600396e-01,3.373584664065933936e-01
8.118645780495168385e-01,3.368404381445470608e-01
8.125890073131823987e-01,3.344549006024467031e-01
8.129047497403389944e-01,3.369399726028233788e-01
8.170826656913754427e-01,3.245923354886450785e-01
8.212932160667661963e-01,3.279191014479416744e-01
8.144269037847755577e-01,3.329881868467937656e-01
8.142548319427055370e-01,3.347806728592651604e-01
8.118586111746716183e-01,3.367869206629652279e-01
8.150780767670112725e-01,3.360059942878831918e-01
8.192326723824177037e-01,3.289305395861387704e-01
8.149315924080420270e-01,3.273173354772841992e-01
8.118391403390862182e-01,3.394019658031618980e-01
8.138459301734528584e-01,3.296734833779427776e-01
8.174906741616067007e-01,3.303976204033807207e-01
8.162157918734559425e-01,3.291516683485973815e-01
8.113806383661955612e-01,3.385941270251767721e-01
8.123262187861042261e-01,3.360622677096546940e-01
8.137180786345997729e-01,3.318748520741964803e-01
8.121607481890203983e-01,3.359866385702443004e-01
8.105449882846600396e-01,3.373584664065933936e-01
8.118645780495168385e-01,3.368404381445470608e-01
8.140698369488000852e-01,3.332291663890509237e-01
8.137912274439961235e-01,3.343200288024095745e-01
8.170826656913754427e-01,3.245923354886450785e-01
8.223575251853222357e-01,3.267559621834960071e-01
