# sigma8,om0,ode0
8.252410881082696825e-01,3.136919265800875989e-01,6.702587564444307811e-01
8.280887790830480100e-01,3.104755149815661697e-01,6.846959127249160337e-01
8.253985499381862878e-01,3.135845666314814872e-01,6.801213512858076404e-01
8.222487118853427646e-01,3.185642331072595645e-01,6.790533030875497422e-01
8.278707697195210047e-01,3.118216114101433623e-01,6.832325163493715436e-01
8.259803439230963829e-01,3.135212736760570329e-01,6.750485736875438958e-01
8.298377413239185207e-01,3.085136100786444180e-01,6.877885563660341983e-01
8.248856890941733688e-01,3.145394582963002561e-01,6.822519175166239513e-01
8.303113991040727004e-01,3.102368132200572504e-01,6.912929507811362839e-01
8.265459985107619367e-01,3.119201399364029959e-01,6.804234981752347311e-01
8.301549527567816389e-01,3.084200251820363725e-01,6.875065112222373820e-01
8.264289261138519915e-01,3.118942380053013053e-01,6.774673177109969968e-01
8.276958415792734503e-01,3.114000080304239471e-01,6.831599916942179274e-01
8.262572672716850253e-01,3.125218077942616968e-01,6.781608512601782213e-01
8.240897705886365276e-01,3.136011741537124142e-01,6.661826520222856596e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.271728780183384977e-01,3.103844738536726822e-01,6.751666295105719362e-01
8.299133181530248260e-01,3.095861442989702450e-01,6.879010920345243196e-01
8.286678568322907168e-01,3.106866100521532559e-01,6.856831358825806744e-01
8.257392108483250226e-01,3.125668858182174548e-01,6.791388642536525522e-01
8.252410881082696825e-01,3.136919265800875989e-01,6.702587564444307811e-01
8.280887790830480100e-01,3.104755149815661697e-01,6.846959127249160337e-01
8.253985499381862878e-01,3.135845666314814872e-01,6.801213512858076404e-01
8.248430916212026176e-01,3.153803907435460685e-01,6.817328350186281360e-01
8.278707697195210047e-01,3.118216114101433623e-01,6.832325163493715436e-01
8.259803439230963829e-01,3.135212736760570329e-01,6.750485736875438958e-01
8.298435356428516263e-01,3.085958390556043374e-01,6.877971842426241489e-01
8.248856890941733688e-01,3.145394582963002561e-01,6.822519175166239513e-01
8.303113991040727004e-01,3.102368132200572504e-01,6.912929507811362839e-01
8.265533054518077183e-01,3.119110968510421245e-01,6.804259375267205368e-01
8.297715902307634117e-01,3.087319651313555902e-01,6.863899815293335038e-01
8.264289261138519915e-01,3.118942380053013053e-01,6.774673177109969968e-01
8.276958415792734503e-01,3.114000080304239471e-01,6.831599916942179274e-01
8.262572672716850253e-01,3.125218077942616968e-01,6.781608512601782213e-01
8.240897705886365276e-01,3.136011741537124142e-01,6.661826520222856596e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.268843113307706716e-01,3.108237469323129054e-01,6.759661558204630438e-01
8.285540571525287223e-01,3.101415161064071113e-01,6.825453123050123638e-01
8.286678568322907168e-01,3.106866100521532559e-01,6.856831358825806744e-01
8.257392108483250226e-01,3.125668858182174548e-01,6.791388642536525522e-01
8.258381372621499406e-01,3.129174730946145400e-01,6.726631420924479299e-01
8.280369021975888533e-01,3.104905134644960207e-01,6.843199187656234805e-01
8.253985499381862878e-01,3.135845666314814872e-01,6.801213512858076404e-01
8.248430916212026176e-01,3.153803907435460685e-01,6.817328350186281360e-01
8.277921318301935116e-01,3.123071601969571454e-01,6.827046564429870568e-01
8.259803439230963829e-01,3.135212736760570329e-01,6.750485736875438958e-01
8.298435356428516263e-01,3.085958390556043374e-01,6.877971842426241489e-01
8.248856890941733688e-01,3.145394582963002561e-01,6.822519175166239513e-01
8.304486023726642685e-01,3.101782412483904960e-01,6.917815368066795312e-01
8.264682653839874327e-01,3.121500824365314730e-01,6.796278186955897471e-01
8.273296074763729635e-01,3.107315912563589078e-01,6.775388597568847704e-01
8.264289261138519915e-01,3.118942380053013053e-01,6.774673177109969968e-01
8.288525800456044701e-01,3.101077212577569298e-01,6.835337807811355804e-01
8.264751430922229192e-01,3.125028496055109462e-01,6.777495343189309240e-01
8.236282081459823656e-01,3.137624950523877354e-01,6.641229025217870729e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.269718843356664850e-01,3.108170134406989527e-01,6.764432645579901981e-01
8.272863062522372024e-01,3.114372914285871152e-01,6.779324626299558787e-01
8.286678568322907168e-01,3.106866100521532559e-01,6.856831358825806744e-01
8.257296507516430628e-01,3.125730236779010185e-01,6.791175015249962810e-01
8.258381372621499406e-01,3.129174730946145400e-01,6.726631420924479299e-01
8.280369021975888533e-01,3.104905134644960207e-01,6.843199187656234805e-01
8.253985499381862878e-01,3.135845666314814872e-01,6.801213512858076404e-01
8.250277724633259258e-01,3.150547718950886256e-01,6.812820898425641092e-01
8.278133701837611103e-01,3.117886006263561050e-01,6.822358249513662543e-01
8.259803439230963829e-01,3.135212736760570329e-01,6.750485736875438958e-01
8.298435356428516263e-01,3.085958390556043374e-01,6.877971842426241489e-01
8.248856890941733688e-01,3.145394582963002561e-01,6.822519175166239513e-01
8.288119734679828543e-01,3.109912802648504004e-01,6.867090172164348472e-01
8.263907985329804751e-01,3.121940634261406444e-01,6.792048986871344063e-01
8.273296074763729635e-01,3.107315912563589078e-01,6.775388597568847704e-01
8.262413247894163648e-01,3.125746797460303705e-01,6.764557760322997826e-01
8.287690306326654932e-01,3.101785287857461437e-01,6.833868645922774876e-01
8.260531176703346246e-01,3.129923583996503944e-01,6.764906656941200858e-01
8.236282081459823656e-01,3.137624950523877354e-01,6.641229025217870729e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.273747377176915441e-01,3.112821516061956562e-01,6.792163979984867650e-01
8.272863062522372024e-01,3.114372914285871152e-01,6.779324626299558787e-01
8.297469966423299814e-01,3.099937709571854438e-01,6.880945519708180358e-01
8.264167513751377037e-01,3.117822214359350919e-01,6.784395545990710152e-01
8.258381372621499406e-01,3.129174730946145400e-01,6.726631420924479299e-01
8.280369021975888533e-01,3.104905134644960207e-01,6.843199187656234805e-01
8.269964445729268698e-01,3.122650809546903550e-01,6.830512100291946664e-01
8.262003692220002415e-01,3.136798778050717273e-01,6.816835644305891950e-01
8.278133701837611103e-01,3.117886006263561050e-01,6.822358249513662543e-01
8.254139324746686546e-01,3.144251216485048350e-01,6.737977966348466241e-01
8.298435356428516263e-01,3.085958390556043374e-01,6.877971842426241489e-01
8.261216509159103882e-01,3.129513901250282060e-01,6.830630243847369831e-01
8.267790579573277565e-01,3.122434612383504504e-01,6.786005684768197099e-01
8.263907985329804751e-01,3.121940634261406444e-01,6.792048986871344063e-01
8.271299625984841475e-01,3.117063546155331988e-01,6.795368665312658818e-01
8.240193656290709656e-01,3.139433027753180117e-01,6.675933113313574641e-01
8.287690306326654932e-01,3.101785287857461437e-01,6.833868645922774876e-01
8.260267445034905620e-01,3.129831716897517602e-01,6.760211163086720099e-01
8.232440800337130771e-01,3.140846895693707452e-01,6.626846893292221985e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.273747377176915441e-01,3.112821516061956562e-01,6.792163979984867650e-01
8.262384446781873004e-01,3.125963983452513806e-01,6.740518815408422793e-01
8.293423329417868306e-01,3.100702202262508589e-01,6.861466006342947788e-01
8.259315752675665534e-01,3.130608890370681352e-01,6.761938150539582582e-01
8.258381372621499406e-01,3.129174730946145400e-01,6.726631420924479299e-01
8.275857349263681106e-01,3.109574257277442078e-01,6.829179841847898835e-01
8.272159787212357562e-01,3.117679828517722074e-01,6.825057183277969397e-01
8.268918052231604143e-01,3.128691547115721172e-01,6.819202988251352737e-01
8.278133701837611103e-01,3.117886006263561050e-01,6.822358249513662543e-01
8.254139324746686546e-01,3.144251216485048350e-01,6.737977966348466241e-01
8.300653083906686103e-01,3.083632588656492479e-01,6.882240349254484801e-01
8.264149673196240498e-01,3.125745124281144594e-01,6.832555149175334464e-01
8.264571662955469966e-01,3.125937593716494045e-01,6.757235361202189594e-01
8.263704320075397902e-01,3.118734670970046419e-01,6.757915300425402227e-01
8.271299625984841475e-01,3.117063546155331988e-01,6.795368665312658818e-01
8.240193656290709656e-01,3.139433027753180117e-01,6.675933113313574641e-01
8.288646428672532540e-01,3.100891783547762293e-01,6.837366961766069284e-01
8.257063478416919455e-01,3.130254007013881234e-01,6.738362079633518631e-01
8.238782661900120319e-01,3.136544116536670312e-01,6.652228277033312986e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.271197255034153928e-01,3.117952239281797655e-01,6.783754562564204837e-01
8.262384446781873004e-01,3.125963983452513806e-01,6.740518815408422793e-01
8.274268251126730700e-01,3.113267105021114145e-01,6.788114686374464579e-01
8.260144417727475208e-01,3.129354587433086921e-01,6.756154108910834566e-01
8.263317727954164749e-01,3.127318593245282385e-01,6.745371447313744939e-01
8.275830584343654150e-01,3.109632929711604876e-01,6.829149999853256769e-01
8.272159787212357562e-01,3.117679828517722074e-01,6.825057183277969397e-01
8.268918052231604143e-01,3.128691547115721172e-01,6.819202988251352737e-01
8.278196933027052173e-01,3.116342141842018965e-01,6.820962436379266469e-01
8.254123198187519606e-01,3.144293717565384005e-01,6.737903321181313299e-01
8.294615518471566418e-01,3.090847002655428000e-01,6.870123565785226649e-01
8.266993272558597061e-01,3.122881935337274983e-01,6.829893362963326275e-01
8.264571662955469966e-01,3.125937593716494045e-01,6.757235361202189594e-01
8.261917259809076208e-01,3.122593256598867328e-01,6.755619310355951423e-01
8.271299625984841475e-01,3.117063546155331988e-01,6.795368665312658818e-01
8.240193656290709656e-01,3.139433027753180117e-01,6.675933113313574641e-01
8.288646428672532540e-01,3.100891783547762293e-01,6.837366961766069284e-01
8.257063478416919455e-01,3.130254007013881234e-01,6.738362079633518631e-01
8.242868215803703658e-01,3.135479517893745016e-01,6.674865587375494735e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.267960316263798237e-01,3.121799972016706115e-01,6.767986637329611588e-01
8.262695776003008419e-01,3.125775017355373331e-01,6.741424930778117108e-01
8.274268251126730700e-01,3.113267105021114145e-01,6.788114686374464579e-01
8.257268913133485322e-01,3.132629875966567168e-01,6.749647179472818559e-01
8.251265740684148309e-01,3.139893086410290857e-01,6.701597833285686256e-01
8.275830584343654150e-01,3.109632929711604876e-01,6.829149999853256769e-01
8.272159787212357562e-01,3.117679828517722074e-01,6.825057183277969397e-01
8.264711096885749564e-01,3.130264737009187948e-01,6.798219780544926261e-01
8.278196933027052173e-01,3.116342141842018965e-01,6.820962436379266469e-01
8.257026144464475470e-01,3.136549682991485177e-01,6.743966671728459650e-01
8.294615518471566418e-01,3.090847002655428000e-01,6.870123565785226649e-01
8.262959079109252203e-01,3.126925911553306014e-01,6.796602879382852569e-01
8.266564955267574621e-01,3.128943731485994140e-01,6.765058988727394862e-01
8.261668698506590136e-01,3.121559554920930735e-01,6.745841290985280514e-01
8.271299625984841475e-01,3.117063546155331988e-01,6.795368665312658818e-01
8.224454968281905698e-01,3.152593938957740649e-01,6.608266428594122832e-01
8.267905269696066428e-01,3.117390118605165017e-01,6.768262038552385063e-01
8.257063478416919455e-01,3.130254007013881234e-01,6.738362079633518631e-01
8.254170597948276011e-01,3.129188285078770004e-01,6.721276559683657670e-01
8.278753654531623152e-01,3.102749126572035832e-01,6.808672944513822767e-01
8.264051747998476527e-01,3.126051773614314522e-01,6.752536129230687356e-01
8.262695776003008419e-01,3.125775017355373331e-01,6.741424930778117108e-01
8.273935262481107999e-01,3.113669276593086788e-01,6.788364613768731459e-01
8.259253614104562491e-01,3.130635360458169369e-01,6.758979211777869089e-01
8.252996766548722496e-01,3.138077555076704828e-01,6.708835963638516420e-01
8.275830584343654150e-01,3.109632929711604876e-01,6.829149999853256769e-01
8.271552971288032019e-01,3.118275181769670779e-01,6.816810593048958644e-01
8.267881568513869572e-01,3.124052374245840924e-01,6.800579853447829004e-01
8.283387008346994040e-01,3.112925585987103561e-01,6.841247907016846375e-01
8.246119885903723246e-01,3.146323661239783243e-01,6.703718586161424575e-01
8.286083660318898092e-01,3.099800310409643322e-01,6.840187234544763406e-01
8.262959079109252203e-01,3.126925911553306014e-01,6.796602879382852569e-01
8.266564955267574621e-01,3.128943731485994140e-01,6.765058988727394862e-01
8.261498365878852113e-01,3.121238465737922185e-01,6.745362765719856712e-01
8.276235763837463955e-01,3.111327416494062414e-01,6.800354930764833661e-01
8.224454968281905698e-01,3.152593938957740649e-01,6.608266428594122832e-01
8.267240582363900581e-01,3.123119774243716118e-01,6.766673585426976612e-01
8.253965623074608349e-01,3.132029899156519859e-01,6.720545472333148140e-01
8.252053674235775294e-01,3.128585621602943956e-01,6.705574536359631965e-01
8.279606013448109758e-01,3.101112290451864539e-01,6.810194272334527676e-01
8.264051747998476527e-01,3.126051773614314522e-01,6.752536129230687356e-01
8.255306848548308318e-01,3.134855676278893721e-01,6.692075587069087339e-01
8.273935262481107999e-01,3.113669276593086788e-01,6.788364613768731459e-01
8.259013321170718402e-01,3.130864908768948296e-01,6.759301884559099083e-01
8.249895251089935932e-01,3.141334532636974597e-01,6.696242127800988708e-01
8.275830584343654150e-01,3.109632929711604876e-01,6.829149999853256769e-01
8.271552971288032019e-01,3.118275181769670779e-01,6.816810593048958644e-01
8.267881568513869572e-01,3.124052374245840924e-01,6.800579853447829004e-01
8.283387008346994040e-01,3.112925585987103561e-01,6.841247907016846375e-01
8.246119885903723246e-01,3.146323661239783243e-01,6.703718586161424575e-01
8.289065922188376678e-01,3.096395673059909037e-01,6.852908963613928428e-01
8.261902639028139150e-01,3.127983487457268730e-01,6.785876249821902739e-01
8.266564955267574621e-01,3.128943731485994140e-01,6.765058988727394862e-01
8.261498365878852113e-01,3.121238465737922185e-01,6.745362765719856712e-01
8.276235763837463955e-01,3.111327416494062414e-01,6.800354930764833661e-01
8.225898871055004058e-01,3.151626074742071015e-01,6.613527245820026712e-01
8.267484424199970094e-01,3.121017838967772851e-01,6.767256312534695173e-01
8.251732766432016142e-01,3.135228697312515411e-01,6.713189126865141132e-01
8.268371623050577712e-01,3.119893990376103043e-01,6.771558501355022797e-01
8.279606013448109758e-01,3.101112290451864539e-01,6.810194272334527676e-01
8.264051747998476527e-01,3.126051773614314522e-01,6.752536129230687356e-01
8.259000331126378214e-01,3.131223422503613962e-01,6.715163617316066702e-01
8.262485379390791529e-01,3.126740797916665038e-01,6.739521716356069447e-01
8.255962288836965479e-01,3.129865694454430081e-01,6.735748408629110839e-01
8.249370180927735330e-01,3.141918359485423307e-01,6.692322524034501896e-01
8.274199290164638843e-01,3.113032763470114372e-01,6.817866222732635872e-01
8.271552971288032019e-01,3.118275181769670779e-01,6.816810593048958644e-01
8.273383680501393833e-01,3.120130073332192944e-01,6.814940050836792995e-01
8.289505998693362798e-01,3.108636926061133510e-01,6.857018378600620023e-01
8.246119885903723246e-01,3.146323661239783243e-01,6.703718586161424575e-01
8.289065922188376678e-01,3.096395673059909037e-01,6.852908963613928428e-01
8.261902639028139150e-01,3.127983487457268730e-01,6.785876249821902739e-01
8.266564955267574621e-01,3.128943731485994140e-01,6.765058988727394862e-01
8.261813390809155111e-01,3.120733951056279265e-01,6.746091128861682051e-01
8.268679980374639138e-01,3.120107636944299823e-01,6.776109803457945890e-01
8.225898871055004058e-01,3.151626074742071015e-01,6.613527245820026712e-01
8.270857666300001076e-01,3.117633123817766250e-01,6.774441514472909764e-01
8.270016226836660600e-01,3.123623757499990328e-01,6.783722975104000685e-01
8.268371623050577712e-01,3.119893990376103043e-01,6.771558501355022797e-01
8.279606013448109758e-01,3.101112290451864539e-01,6.810194272334527676e-01
8.276558873897251756e-01,3.111912525308822008e-01,6.786585418368082934e-01
8.259000331126378214e-01,3.131223422503613962e-01,6.715163617316066702e-01
8.272738716068595011e-01,3.118647017314067349e-01,6.764631604220908700e-01
8.252581326092858216e-01,3.135519168806420454e-01,6.724745847852221514e-01
8.249600180886929035e-01,3.141650782995207281e-01,6.693485475363205595e-01
8.274199290164638843e-01,3.113032763470114372e-01,6.817866222732635872e-01
8.271552971288032019e-01,3.118275181769670779e-01,6.816810593048958644e-01
8.275746011632069132e-01,3.112909903514965992e-01,6.813138298922970515e-01
8.289505998693362798e-01,3.108636926061133510e-01,6.857018378600620023e-01
8.251378892085908801e-01,3.144944629297140581e-01,6.727175213832365941e-01
8.289065922188376678e-01,3.096395673059909037e-01,6.852908963613928428e-01
8.262128775995187802e-01,3.127735522091657505e-01,6.785887191869816037e-01
8.246932645524400751e-01,3.139565839559744220e-01,6.685108213231240049e-01
8.261813390809155111e-01,3.120733951056279265e-01,6.746091128861682051e-01
8.268679980374639138e-01,3.120107636944299823e-01,6.776109803457945890e-01
8.225898871055004058e-01,3.151626074742071015e-01,6.613527245820026712e-01
8.270857666300001076e-01,3.117633123817766250e-01,6.774441514472909764e-01
8.270802601535430787e-01,3.122186255922884124e-01,6.778208547038980791e-01
8.263872382278003581e-01,3.123372512607869855e-01,6.733848472593372270e-01
8.276493213693777440e-01,3.106316281842705918e-01,6.799489159359296542e-01
8.276558873897251756e-01,3.111912525308822008e-01,6.786585418368082934e-01
8.259000331126378214e-01,3.131223422503613962e-01,6.715163617316066702e-01
8.272738716068595011e-01,3.118647017314067349e-01,6.764631604220908700e-01
8.252581326092858216e-01,3.135519168806420454e-01,6.724745847852221514e-01
8.249600180886929035e-01,3.141650782995207281e-01,6.693485475363205595e-01
8.261023605843614837e-01,3.123560483427742507e-01,6.762125384373233183e-01
8.275197550460419160e-01,3.114616624383090282e-01,6.828769469151882987e-01
8.271135990084449441e-01,3.118625479300429215e-01,6.799373670368340505e-01
8.289784393120590567e-01,3.116380799181392991e-01,6.859618013478867571e-01
8.251378892085908801e-01,3.144944629297140581e-01,6.727175213832365941e-01
8.280328896323421173e-01,3.106414364030540831e-01,6.817615387606098531e-01
8.262128775995187802e-01,3.127735522091657505e-01,6.785887191869816037e-01
8.246932645524400751e-01,3.139565839559744220e-01,6.685108213231240049e-01
8.258282579488573916e-01,3.121772945661649423e-01,6.726725022725110748e-01
8.268679980374639138e-01,3.120107636944299823e-01,6.776109803457945890e-01
8.244212553014181877e-01,3.137779260371507117e-01,6.679074659240331613e-01
8.264625344190859035e-01,3.128044974876145190e-01,6.746450718110136302e-01
8.265709096279637569e-01,3.125894809074676317e-01,6.758342275004515232e-01
8.261502888415791501e-01,3.123778102651946775e-01,6.718681430942635702e-01
8.277614534312426331e-01,3.106344955116842610e-01,6.804788167497870521e-01
8.276558873897251756e-01,3.111912525308822008e-01,6.786585418368082934e-01
8.259000331126378214e-01,3.131223422503613962e-01,6.715163617316066702e-01
8.264397720141198889e-01,3.125408364837252151e-01,6.738928183808970962e-01
8.249443241789961023e-01,3.137222300223085347e-01,6.690487965987055308e-01
8.252373485968264033e-01,3.137258937300632100e-01,6.710149427650866638e-01
8.259463467576797502e-01,3.126031140758657734e-01,6.752750984919175803e-01
8.268366387665868622e-01,3.119572389530592682e-01,6.795765026183736568e-01
8.271749926941538433e-01,3.117809975091481722e-01,6.800591920860373785e-01
8.289784393120590567e-01,3.116380799181392991e-01,6.859618013478867571e-01
8.251488176475507696e-01,3.144087987110987248e-01,6.726954418531568836e-01
8.289723283394662134e-01,3.095781728537931876e-01,6.837412058556999739e-01
8.256485899363453784e-01,3.133400041095389388e-01,6.767371347018846794e-01
8.249186802814434394e-01,3.141046388653665478e-01,6.690108256304158063e-01
8.241081950139343970e-01,3.135998683822390221e-01,6.659683688487493258e-01
8.261367730524368236e-01,3.125388916576030685e-01,6.747110219303749101e-01
8.239903505667030004e-01,3.140763202551273836e-01,6.657568655753655085e-01
8.264625344190859035e-01,3.128044974876145190e-01,6.746450718110136302e-01
8.279335923769368666e-01,3.116471670979323316e-01,6.815850568638645024e-01
8.261502888415791501e-01,3.123778102651946775e-01,6.718681430942635702e-01
8.278543621551690546e-01,3.105016100699661830e-01,6.805694650253110156e-01
8.293524581238798099e-01,3.097901024599233888e-01,6.820163157627451289e-01
8.259087061010648156e-01,3.130965393753655790e-01,6.715285532434656091e-01
8.266181451617284903e-01,3.123541883267255681e-01,6.746869220956672741e-01
8.250249803008278260e-01,3.136585122389521918e-01,6.693100561370480817e-01
8.253059678221630335e-01,3.131965826681055165e-01,6.697124090574301247e-01
8.259463467576797502e-01,3.126031140758657734e-01,6.752750984919175803e-01
8.274480818541799509e-01,3.118661251534305956e-01,6.813993832683161722e-01
8.271749926941538433e-01,3.117809975091481722e-01,6.800591920860373785e-01
8.289784393120590567e-01,3.116380799181392991e-01,6.859618013478867571e-01
8.252827642765547811e-01,3.141774848734062431e-01,6.724897527221159743e-01
8.269904796479699005e-01,3.117911845937701987e-01,6.765394497197806389e-01
8.265863631323131511e-01,3.122786255978968750e-01,6.787132920867533503e-01
8.245989593473719292e-01,3.144970396027428339e-01,6.677519906670612571e-01
8.241381409471340014e-01,3.135878058279395475e-01,6.660913035430687801e-01
8.261367730524368236e-01,3.125388916576030685e-01,6.747110219303749101e-01
8.239903505667030004e-01,3.140763202551273836e-01,6.657568655753655085e-01
8.264625344190859035e-01,3.128044974876145190e-01,6.746450718110136302e-01
8.278546042576072628e-01,3.116837680721566417e-01,6.811530335754735210e-01
8.257427985296105222e-01,3.126623221594445612e-01,6.696025717744462646e-01
8.273333630498306279e-01,3.111964686723782125e-01,6.781485299685477974e-01
8.293524581238798099e-01,3.097901024599233888e-01,6.820163157627451289e-01
8.259087061010648156e-01,3.130965393753655790e-01,6.715285532434656091e-01
8.269076258682678260e-01,3.122469251934661405e-01,6.744334744576108154e-01
8.250249803008278260e-01,3.136585122389521918e-01,6.693100561370480817e-01
8.253059678221630335e-01,3.131965826681055165e-01,6.697124090574301247e-01
8.260114347603595419e-01,3.125789966029312583e-01,6.752181123088236703e-01
8.267135300770803719e-01,3.124532481813606100e-01,6.766892689758637891e-01
8.271749926941538433e-01,3.117809975091481722e-01,6.800591920860373785e-01
8.289784393120590567e-01,3.116380799181392991e-01,6.859618013478867571e-01
8.247337809139440035e-01,3.148163781668549266e-01,6.714868164057384847e-01
8.269904796479699005e-01,3.117911845937701987e-01,6.765394497197806389e-01
8.265863631323131511e-01,3.122786255978968750e-01,6.787132920867533503e-01
8.243757292856547236e-01,3.147357374665175622e-01,6.671083224963767488e-01
8.241381409471340014e-01,3.135878058279395475e-01,6.660913035430687801e-01
8.257573680616751011e-01,3.130220003076228386e-01,6.729941096779531451e-01
8.249364808639585434e-01,3.131600308708427094e-01,6.684944965564881825e-01
8.264625344190859035e-01,3.128044974876145190e-01,6.746450718110136302e-01
8.278546042576072628e-01,3.116837680721566417e-01,6.811530335754735210e-01
8.257262295028052757e-01,3.126725181874108750e-01,6.694815993347279504e-01
8.280782910841252287e-01,3.101173132234674723e-01,6.775853342777677923e-01
8.302489727281312515e-01,3.090774811485702545e-01,6.851152809720973957e-01
8.259087061010648156e-01,3.130965393753655790e-01,6.715285532434656091e-01
8.273664343843150082e-01,3.120816413855077576e-01,6.763565906472319700e-01
8.250249803008278260e-01,3.136585122389521918e-01,6.693100561370480817e-01
8.253379857532758823e-01,3.131775775276131601e-01,6.698561349818547006e-01
8.253376430994419088e-01,3.130411009117881060e-01,6.724147459366079937e-01
8.272597543033658463e-01,3.119020112073394024e-01,6.777918992704182743e-01
8.271749926941538433e-01,3.117809975091481722e-01,6.800591920860373785e-01
8.289784393120590567e-01,3.116380799181392991e-01,6.859618013478867571e-01
8.255002303215251969e-01,3.139104461658884238e-01,6.725257425323279969e-01
8.269904796479699005e-01,3.117911845937701987e-01,6.765394497197806389e-01
8.265863631323131511e-01,3.122786255978968750e-01,6.787132920867533503e-01
8.240298712991960262e-01,3.150558127623712679e-01,6.658592145175601384e-01
8.262638792061360871e-01,3.120188263379016225e-01,6.727090600300061896e-01
8.257573680616751011e-01,3.130220003076228386e-01,6.729941096779531451e-01
8.249364808639585434e-01,3.131600308708427094e-01,6.684944965564881825e-01
8.264625344190859035e-01,3.128044974876145190e-01,6.746450718110136302e-01
8.273261683504219421e-01,3.120209594513369544e-01,6.790972477942605057e-01
8.257262295028052757e-01,3.126725181874108750e-01,6.694815993347279504e-01
8.280782910841252287e-01,3.101173132234674723e-01,6.775853342777677923e-01
8.302489727281312515e-01,3.090774811485702545e-01,6.851152809720973957e-01
8.259087061010648156e-01,3.130965393753655790e-01,6.715285532434656091e-01
8.273462999103901039e-01,3.120500218031475037e-01,6.767460039044023157e-01
8.250249803008278260e-01,3.136585122389521918e-01,6.693100561370480817e-01
8.253379857532758823e-01,3.131775775276131601e-01,6.698561349818547006e-01
8.254769512844857271e-01,3.130347613543661422e-01,6.726070387915709103e-01
8.276891772655089463e-01,3.115644907801526364e-01,6.794217276998827382e-01
8.271749926941538433e-01,3.117809975091481722e-01,6.800591920860373785e-01
8.289784393120590567e-01,3.116380799181392991e-01,6.859618013478867571e-01
8.255002303215251969e-01,3.139104461658884238e-01,6.725257425323279969e-01
8.272107908976573665e-01,3.115417932855437111e-01,6.760028540066679303e-01
8.264589263936843455e-01,3.123929004011398725e-01,6.778341144177720823e-01
8.240298712991960262e-01,3.150558127623712679e-01,6.658592145175601384e-01
8.262704153108260119e-01,3.120026358798542176e-01,6.727106290526034815e-01
8.245283392128169853e-01,3.138062353055930398e-01,6.682127918344313855e-01
8.249364808639585434e-01,3.131600308708427094e-01,6.684944965564881825e-01
8.271925882732763524e-01,3.125622949672581807e-01,6.777540362301602839e-01
8.273261683504219421e-01,3.120209594513369544e-01,6.790972477942605057e-01
8.257262295028052757e-01,3.126725181874108750e-01,6.694815993347279504e-01
8.280782910841252287e-01,3.101173132234674723e-01,6.775853342777677923e-01
8.302489727281312515e-01,3.090774811485702545e-01,6.851152809720973957e-01
8.258537194235794354e-01,3.132628335063543101e-01,6.713488552442820056e-01
8.273462999103901039e-01,3.120500218031475037e-01,6.767460039044023157e-01
8.251543889036599966e-01,3.137271127988069952e-01,6.701856741600604739e-01
8.253379857532758823e-01,3.131775775276131601e-01,6.698561349818547006e-01
8.254763865072325402e-01,3.130135161945396538e-01,6.726090111359557255e-01
8.270406121428491852e-01,3.117647820477559284e-01,6.763538525690422354e-01
8.269516687367608476e-01,3.118357160539277362e-01,6.782449634661030791e-01
8.284255922736467603e-01,3.118943894871685218e-01,6.834750537659542990e-01
8.255002303215251969e-01,3.139104461658884238e-01,6.725257425323279969e-01
8.282462284785598872e-01,3.108050494002246311e-01,6.794212250113110807e-01
8.264589263936843455e-01,3.123929004011398725e-01,6.778341144177720823e-01
8.252604927933342438e-01,3.141614250241687722e-01,6.706754295979171498e-01
8.262704153108260119e-01,3.120026358798542176e-01,6.727106290526034815e-01
8.236774376753893678e-01,3.145177250322309659e-01,6.642670501139805728e-01
8.251688822967617742e-01,3.129583865885043337e-01,6.692290418224017268e-01
8.269854412816642908e-01,3.129077716593104963e-01,6.774262648156555988e-01
8.283963225807137176e-01,3.112886707497553584e-01,6.834468696757036721e-01
8.257830197532951555e-01,3.125136222123802709e-01,6.694728598983447077e-01
8.280782910841252287e-01,3.101173132234674723e-01,6.775853342777677923e-01
8.269011232563201474e-01,3.120272481959049382e-01,6.743288805362566141e-01
8.253188769090376020e-01,3.138122681798770075e-01,6.695442867158907241e-01
8.273462999103901039e-01,3.120500218031475037e-01,6.767460039044023157e-01
8.234701657760362670e-01,3.150502411355108334e-01,6.632747152960655201e-01
8.255752857395936006e-01,3.129972986419247150e-01,6.713545259933330067e-01
8.254763865072325402e-01,3.130135161945396538e-01,6.726090111359557255e-01
8.270406121428491852e-01,3.117647820477559284e-01,6.763538525690422354e-01
8.269619094320539432e-01,3.118275489106276388e-01,6.780272262406705774e-01
8.282008845314240419e-01,3.119202587176634345e-01,6.825802879936188061e-01
8.254481368801488417e-01,3.137607665056076911e-01,6.720074461420276757e-01
8.282255333662663643e-01,3.113140342485450907e-01,6.808630307492485878e-01
8.262819500254553473e-01,3.124604395717334726e-01,6.758166392471028905e-01
